freq,unit,landuse,geo,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
A,KM2,L0008,ITC44,:,:,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,:,:,:
A,KM2,L0008,ITC46,:,:,2652.0,2652.0,2662.0,2652.0,2652.0,2652.0,2652.0,2652.0,2652.0,2652.0,2652.0,2652.0,2652.0,2652.0,2652.0,2652.0,2652.0,2652.0,2652.0,2652.0,2652.0,:,:,:
A,KM2,L0008,ITC47,:,:,4479.0,4479.0,4479.0,4479.0,4479.0,4479.0,4479.0,4479.0,4479.0,4479.0,4479.0,4479.0,4479.0,4479.0,4479.0,4479.0,4479.0,4479.0,4479.0,4479.0,4479.0,:,:,:
A,KM2,L0008,ITC48,:,:,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,2854.0,:,:,:
A,KM2,L0008,ITC49,:,:,742.0,742.0,742.0,742.0,742.0,742.0,742.0,742.0,742.0,742.0,742.0,742.0,742.0,742.0,742.0,742.0,742.0,742.0,742.0,742.0,742.0,:,:,:
A,KM2,L0008,ITC4A,:,:,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,1698.0,:,:,:
A,KM2,L0008,ITC4B,:,:,2227.0,2227.0,2227.0,2227.0,2227.0,2227.0,2227.0,2227.0,2227.0,2227.0,2227.0,2227.0,2227.0,2227.0,2227.0,2227.0,2227.0,2227.0,2227.0,2227.0,2227.0,:,:,:
A,KM2,L0008,ITF,:,:,72096.0,72101.0,72102.0,72103.0,72107.0,72105.0,72105.0,72104.0,72114.0,72103.0,72063.0,72063.0,72063.0,72063.0,72063.0,72063.0,72063.0,72063.0,72063.0,72063.0,72063.0,:,:,:
A,KM2,L0008,ITF1,:,:,10666.0,10667.0,10667.0,10667.0,10671.0,10670.0,10670.0,10670.0,10670.0,10667.0,10635.0,10635.0,10635.0,10635.0,10635.0,10635.0,10635.0,10635.0,10635.0,10635.0,10635.0,:,:,:
A,KM2,L0008,ITF11,:,:,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,:,:,:
A,KM2,L0008,ITF12,:,:,1915.0,1916.0,1916.0,1916.0,1920.0,1918.0,1918.0,1918.0,1918.0,1916.0,1919.0,1919.0,1919.0,1919.0,1919.0,1919.0,1919.0,1919.0,1919.0,1919.0,1919.0,:,:,:
A,KM2,L0008,ITF13,:,:,1202.0,1202.0,1202.0,1202.0,1202.0,1202.0,1202.0,1202.0,1202.0,1202.0,1166.0,1167.0,1167.0,1167.0,1167.0,1167.0,1167.0,1167.0,1167.0,1167.0,1167.0,:,:,:
A,KM2,L0008,ITF14,:,:,2542.0,2542.0,2542.0,2542.0,2542.0,2542.0,2542.0,2542.0,2542.0,2542.0,2542.0,2542.0,2542.0,2542.0,2542.0,2542.0,2542.0,2542.0,2542.0,2542.0,2542.0,:,:,:
A,KM2,L0008,ITF2,:,:,4373.0,4373.0,4373.0,4373.0,4373.0,4373.0,4373.0,4373.0,4373.0,4373.0,4373.0,4373.0,4373.0,4373.0,4373.0,4373.0,4373.0,4373.0,4373.0,4373.0,4373.0,:,:,:
A,KM2,L0008,ITF21,:,:,1507.0,1507.0,1507.0,1507.0,1507.0,1507.0,1507.0,1507.0,1507.0,1507.0,1507.0,1507.0,1507.0,1507.0,1507.0,1507.0,1507.0,1507.0,1507.0,1507.0,1507.0,:,:,:
A,KM2,L0008,ITF22,:,:,2866.0,2866.0,2866.0,2866.0,2866.0,2866.0,2866.0,2866.0,2866.0,2866.0,2866.0,2866.0,2866.0,2866.0,2866.0,2866.0,2866.0,2866.0,2866.0,2866.0,2866.0,:,:,:
A,KM2,L0008,ITF3,:,:,13397.0,13397.0,13397.0,13397.0,13397.0,13397.0,13397.0,13397.0,13395.0,13392.0,13392.0,13392.0,13392.0,13392.0,13392.0,13392.0,13392.0,13392.0,13392.0,13392.0,13392.0,:,:,:
A,KM2,L0008,ITF31,:,:,2605.0,2605.0,2605.0,2605.0,2605.0,2605.0,2605.0,2605.0,2605.0,2605.0,2605.0,2605.0,2605.0,2605.0,2605.0,2605.0,2605.0,2605.0,2605.0,2605.0,2605.0,:,:,:
A,KM2,L0008,ITF32,:,:,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,2034.0,:,:,:
A,KM2,L0008,ITF33,:,:,1162.0,1162.0,1162.0,1162.0,1162.0,1162.0,1162.0,1162.0,1162.0,1162.0,1162.0,1162.0,1162.0,1162.0,1162.0,1162.0,1162.0,1162.0,1162.0,1162.0,1162.0,:,:,:
A,KM2,L0008,ITF34,:,:,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,:,:,:
A,KM2,L0008,ITF35,:,:,4841.0,4841.0,4841.0,4841.0,4841.0,4841.0,4841.0,4841.0,4838.0,4835.0,4835.0,4835.0,4835.0,4835.0,4835.0,4835.0,4835.0,4835.0,4835.0,4835.0,4835.0,:,:,:
A,KM2,L0008,ITF4,:,:,19190.0,19194.0,19195.0,19196.0,19196.0,19196.0,19195.0,19195.0,19205.0,19199.0,19191.0,19191.0,19191.0,19191.0,19191.0,19191.0,19191.0,19191.0,19191.0,19191.0,19191.0,:,:,:
A,KM2,L0008,ITF43,:,:,2425.0,2425.0,2425.0,2425.0,2425.0,2425.0,2425.0,2425.0,2425.0,2425.0,2417.0,2417.0,2417.0,2417.0,2417.0,2417.0,2417.0,2417.0,2417.0,2417.0,2417.0,:,:,:
A,KM2,L0008,ITF44,:,:,1837.0,1837.0,1837.0,1837.0,1837.0,1837.0,1837.0,1837.0,1837.0,1837.0,1838.0,1837.0,1837.0,1837.0,1837.0,1837.0,1837.0,1837.0,1837.0,1837.0,1837.0,:,:,:
A,KM2,L0008,ITF45,:,:,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,:,:,:
A,KM2,L0008,ITF5,:,:,9716.0,9716.0,9716.0,9716.0,9716.0,9716.0,9716.0,9716.0,9718.0,9719.0,9719.0,9719.0,9719.0,9719.0,9719.0,9719.0,9719.0,9719.0,9719.0,9719.0,9719.0,:,:,:
A,KM2,L0008,ITF51,:,:,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6380.0,6383.0,6383.0,6383.0,6383.0,6383.0,6383.0,6383.0,6383.0,6383.0,6383.0,6383.0,6383.0,6383.0,:,:,:
A,KM2,L0008,ITF52,:,:,3337.0,3337.0,3337.0,3337.0,3337.0,3337.0,3337.0,3336.0,3336.0,3336.0,3336.0,3336.0,3336.0,3336.0,3336.0,3336.0,3336.0,3336.0,3336.0,3336.0,3336.0,:,:,:
A,KM2,L0008,ITF6,:,:,14752.0,14752.0,14752.0,14752.0,14752.0,14752.0,14752.0,14752.0,14752.0,14753.0,14753.0,14753.0,14753.0,14753.0,14753.0,14753.0,14753.0,14753.0,14753.0,14753.0,14753.0,:,:,:
A,KM2,L0008,ITF61,:,:,6485.0,6485.0,6485.0,6485.0,6485.0,6485.0,6485.0,6485.0,6485.0,6485.0,6485.0,6485.0,6485.0,6485.0,6485.0,6485.0,6485.0,6485.0,6485.0,6485.0,6485.0,:,:,:
A,KM2,L0008,ITF62,:,:,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,1694.0,:,:,:
A,KM2,L0008,ITF63,:,:,2346.0,2346.0,2346.0,2346.0,2346.0,2346.0,2346.0,2346.0,2346.0,2346.0,2346.0,2346.0,2346.0,2346.0,2346.0,2346.0,2346.0,2346.0,2346.0,2346.0,2346.0,:,:,:
A,KM2,L0008,ITF64,:,:,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,:,:,:
A,KM2,L0008,ITF65,:,:,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,:,:,:
A,KM2,L0008,ITG,:,:,49297.0,49297.0,49297.0,49297.0,49297.0,49300.0,49298.0,49298.0,49293.0,49293.0,49301.0,49301.0,49301.0,49301.0,49301.0,49301.0,49301.0,49301.0,49301.0,49301.0,49301.0,:,:,:
A,KM2,L0008,ITG1,:,:,25404.0,25404.0,25404.0,25404.0,25404.0,25407.0,25405.0,25405.0,25400.0,25400.0,25408.0,25409.0,25409.0,25409.0,25409.0,25409.0,25409.0,25409.0,25409.0,25409.0,25409.0,:,:,:
A,KM2,L0008,ITG11,:,:,2444.0,2444.0,2444.0,2444.0,2445.0,2445.0,2445.0,2445.0,2444.0,2444.0,2446.0,2445.0,2445.0,2445.0,2445.0,2445.0,2445.0,2445.0,2445.0,2445.0,2445.0,:,:,:
A,KM2,L0008,ITG12,:,:,4948.0,4948.0,4948.0,4948.0,4948.0,4951.0,4948.0,4948.0,4948.0,4948.0,4948.0,4948.0,4948.0,4948.0,4948.0,4948.0,4948.0,4948.0,4948.0,4948.0,4948.0,:,:,:
A,KM2,L0008,ITG13,:,:,3164.0,3164.0,3164.0,3164.0,3164.0,3164.0,3164.0,3164.0,3164.0,3164.0,3164.0,3164.0,3164.0,3164.0,3164.0,3164.0,3164.0,3164.0,3164.0,3164.0,3164.0,:,:,:
A,KM2,L0008,ITG14,:,:,3011.0,3011.0,3011.0,3011.0,3011.0,3011.0,3011.0,3011.0,3011.0,3011.0,3014.0,3014.0,3014.0,3014.0,3014.0,3014.0,3014.0,3014.0,3014.0,3014.0,3014.0,:,:,:
A,KM2,L0008,ITG15,:,:,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,2101.0,2101.0,2104.0,2105.0,2105.0,2105.0,2105.0,2105.0,2105.0,2105.0,2105.0,2105.0,2105.0,:,:,:
A,KM2,L0008,ITG16,:,:,2527.0,2527.0,2527.0,2527.0,2527.0,2527.0,2527.0,2527.0,2527.0,2527.0,2527.0,2527.0,2527.0,2527.0,2527.0,2527.0,2527.0,2527.0,2527.0,2527.0,2527.0,:,:,:
A,KM2,L0008,ITG17,:,:,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,3509.0,:,:,:
A,KM2,L0008,ITG18,:,:,1606.0,1606.0,1606.0,1606.0,1606.0,1606.0,1606.0,1606.0,1606.0,1606.0,1606.0,1606.0,1606.0,1606.0,1606.0,1606.0,1606.0,1606.0,1606.0,1606.0,1606.0,:,:,:
A,KM2,L0008,ITG19,:,:,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,2090.0,:,:,:
A,KM2,L0008,ITG2,:,:,23892.0,23892.0,23892.0,23892.0,23892.0,23892.0,23892.0,23892.0,23892.0,23892.0,23892.0,23892.0,23892.0,23892.0,23892.0,23892.0,23892.0,23892.0,23892.0,23892.0,23892.0,:,:,:
A,KM2,L0008,ITG25,:,:,:,:,:,:,:,:,:,:,:,4257.7,:,4282.5,4282.5,4282.5,4282.5,4282.5,4282.5,4282.5,4282.5,4282.5,4282.5,:,:,:
A,KM2,L0008,ITG26,:,:,:,:,:,:,:,:,:,:,:,3899.0,:,3916.5,3916.5,3916.5,3916.5,3916.5,3916.5,3916.5,3916.5,3916.5,3916.5,:,:,:
A,KM2,L0008,ITG27,:,:,:,:,:,:,:,:,:,:,:,4521.1,:,4551.3,4551.3,4551.3,4551.3,4551.3,4551.3,4551.3,4551.3,4551.3,4551.3,:,:,:
A,KM2,L0008,ITG28,:,:,:,:,:,:,:,:,:,:,:,3015.0,:,3022.4,3022.4,3022.4,3022.4,3022.4,3022.4,3022.4,3022.4,3022.4,3022.4,:,:,:
A,KM2,L0008,ITG29,:,:,:,:,:,:,:,:,:,:,:,3375.8,:,3382.4,3382.4,3382.4,3382.4,3382.4,3382.4,3382.4,3382.4,3382.4,3382.4,:,:,:
A,KM2,L0008,ITG2A,:,:,:,:,:,:,:,:,:,:,:,1831.4,:,1845.4,1845.4,1845.4,1845.4,1845.4,1845.4,1845.4,1845.4,1845.4,1845.4,:,:,:
A,KM2,L0008,ITG2B,:,:,:,:,:,:,:,:,:,:,:,1504.7,:,1506.9,1506.9,1506.9,1506.9,1506.9,1506.9,1506.9,1506.9,1506.9,1506.9,:,:,:
A,KM2,L0008,ITG2C,:,:,:,:,:,:,:,:,:,:,:,1487.8,:,1488.6,1488.6,1488.6,1488.6,1488.6,1488.6,1488.6,1488.6,1488.6,1488.6,:,:,:
A,KM2,L0008,ITH1,:,:,7370.0,7370.0,7370.0,7370.0,7370.0,7370.0,7370.0,7370.0,7370.0,7370.0,7370.0,7370.0,7370.0,7370.0,7370.0,7370.0,7370.0,7370.0,7370.0,7370.0,7370.0,:,:,:
A,KM2,L0008,ITH10,:,:,7370.0,7371.0,7370.0,7371.0,7372.0,7373.0,7374.0,7369.0,7370.0,7371.0,7370.0,7370.0,7370.0,7370.0,7370.0,7370.0,7370.0,7370.0,7370.0,7370.0,7370.0,:,:,:
A,KM2,L0008,ITH2,:,:,6140.0,6140.0,6140.0,6140.0,6140.0,6140.0,6140.0,6140.0,6140.0,6140.0,6140.0,6140.0,6140.0,6140.0,6140.0,6140.0,6140.0,6140.0,6140.0,6140.0,6140.0,:,:,:
A,KM2,L0008,ITH20,:,:,6140.0,6141.0,6140.0,6141.0,6142.0,6143.0,6144.0,6139.0,6140.0,6141.0,6140.0,6140.0,6140.0,6140.0,6140.0,6140.0,6140.0,6140.0,6140.0,6140.0,6140.0,:,:,:
A,KM2,L0008,ITH3,:,:,17537.0,17536.0,17536.0,17551.0,17551.0,17563.0,17562.0,17564.0,17563.0,17563.0,17571.0,17571.0,17571.0,17571.0,17571.0,17571.0,17571.0,17571.0,17571.0,17571.0,17571.0,:,:,:
A,KM2,L0008,ITH31,:,:,2871.0,2871.0,2871.0,2883.0,2883.0,2895.0,2895.0,2895.0,2895.0,2895.0,2895.0,2895.0,2895.0,2895.0,2895.0,2895.0,2895.0,2895.0,2895.0,2895.0,2895.0,:,:,:
A,KM2,L0008,ITH32,:,:,2681.0,2681.0,2681.0,2681.0,2681.0,2681.0,2681.0,2681.0,2681.0,2682.0,2684.0,2684.0,2684.0,2684.0,2684.0,2684.0,2684.0,2684.0,2684.0,2684.0,2684.0,:,:,:
A,KM2,L0008,ITH33,:,:,3591.0,3591.0,3591.0,3591.0,3591.0,3591.0,3591.0,3591.0,3591.0,3591.0,3591.0,3592.0,3592.0,3592.0,3592.0,3592.0,3592.0,3592.0,3592.0,3592.0,3592.0,:,:,:
A,KM2,L0008,ITH34,:,:,2411.0,2411.0,2411.0,2411.0,2411.0,2411.0,2411.0,2411.0,2411.0,2411.0,2411.0,2411.0,2411.0,2411.0,2411.0,2411.0,2411.0,2411.0,2411.0,2411.0,2411.0,:,:,:
A,KM2,L0008,ITH35,:,:,2171.0,2171.0,2171.0,2174.0,2174.0,2174.0,2174.0,2174.0,2173.0,2173.0,2177.0,2178.0,2178.0,2178.0,2178.0,2178.0,2178.0,2178.0,2178.0,2178.0,2178.0,:,:,:
A,KM2,L0008,ITH36,:,:,2102.0,2102.0,2102.0,2102.0,2102.0,2102.0,2102.0,2102.0,2102.0,2102.0,2102.0,2102.0,2102.0,2102.0,2102.0,2102.0,2102.0,2102.0,2102.0,2102.0,2102.0,:,:,:
A,KM2,L0008,ITH37,:,:,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1707.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,1709.0,:,:,:
A,KM2,L0008,ITH4,:,:,7542.0,7542.0,7542.0,7542.0,7542.0,7553.0,7553.0,7553.0,7553.0,7554.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,7556.0,:,:,:
A,KM2,L0008,ITH41,:,:,2161.0,2161.0,2161.0,2161.0,2161.0,2161.0,2161.0,2161.0,2161.0,2161.0,2164.0,2164.0,2164.0,2164.0,2164.0,2164.0,2164.0,2164.0,2164.0,2164.0,2164.0,:,:,:
A,KM2,L0008,ITH42,:,:,4717.0,4717.0,4717.0,4717.0,4717.0,4728.0,4728.0,4728.0,4728.0,4729.0,4728.0,4728.0,4728.0,4728.0,4728.0,4728.0,4728.0,4728.0,4728.0,4728.0,4728.0,:,:,:
A,KM2,L0008,ITH43,:,:,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,:,:,:
A,KM2,L0008,ITH44,:,:,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,:,:,:
A,KM2,L0008,ITH51,:,:,2498.0,2498.0,2498.0,2498.0,2498.0,2498.0,2498.0,2498.0,2498.0,2498.0,2498.0,2498.0,2498.0,2498.0,2498.0,2498.0,2498.0,2498.0,2498.0,2498.0,2498.0,:,:,:
A,KM2,L0008,ITH52,:,:,3329.0,3329.0,3329.0,3329.0,3329.0,3329.0,3329.0,3329.0,3329.0,3329.0,3329.0,3329.0,3329.0,3329.0,3329.0,3329.0,3329.0,3329.0,3329.0,3329.0,3329.0,:,:,:
A,KM2,L0008,ITH53,:,:,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,2239.0,:,:,:
A,KM2,L0008,ITH54,:,:,2626.0,2625.0,2625.0,2625.0,2625.0,2625.0,2625.0,2625.0,2625.0,2625.0,2619.0,2619.0,2619.0,2619.0,2619.0,2619.0,2619.0,2619.0,2619.0,2619.0,2619.0,:,:,:
A,KM2,L0008,ITH55,:,:,3639.0,3639.0,3639.0,3639.0,3639.0,3639.0,3639.0,3639.0,3639.0,3640.0,3639.0,3639.0,3639.0,3639.0,3639.0,3639.0,3639.0,3639.0,3639.0,3639.0,3639.0,:,:,:
A,KM2,L0008,ITH56,:,:,2553.0,2553.0,2553.0,2553.0,2553.0,2553.0,2553.0,2553.0,2552.0,2552.0,2553.0,2553.0,2553.0,2553.0,2553.0,2553.0,2553.0,2553.0,2553.0,2553.0,2553.0,:,:,:
A,KM2,L0008,ITH57,:,:,1793.0,1793.0,1793.0,1793.0,1793.0,1793.0,1793.0,1793.0,1793.0,1793.0,1793.0,1793.0,1793.0,1793.0,1793.0,1793.0,1793.0,1793.0,1793.0,1793.0,1793.0,:,:,:
A,KM2,L0008,ITH58,:,:,2337.0,2337.0,2337.0,2337.0,2337.0,2337.0,2337.0,2337.0,2337.0,2337.0,2337.0,2337.0,2337.0,2337.0,2337.0,2337.0,2337.0,2337.0,2337.0,2337.0,2337.0,:,:,:
A,KM2,L0008,ITI1,:,:,22657.0,22657.0,22657.0,22657.0,22661.0,22661.0,22661.0,22661.0,22651.0,22654.0,22658.0,22657.0,22657.0,22657.0,22657.0,22657.0,22657.0,22657.0,22657.0,22657.0,22657.0,:,:,:
A,KM2,L0008,ITI11,:,:,1127.0,1127.0,1127.0,1127.0,1127.0,1127.0,1127.0,1127.0,1127.0,1126.0,1126.0,1126.0,1126.0,1126.0,1126.0,1126.0,1126.0,1126.0,1126.0,1126.0,1126.0,:,:,:
A,KM2,L0008,ITI12,:,:,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,1730.0,:,:,:
A,KM2,L0008,ITI13,:,:,952.0,952.0,952.0,952.0,952.0,952.0,952.0,952.0,952.0,952.0,952.0,952.0,952.0,952.0,952.0,952.0,952.0,952.0,952.0,952.0,952.0,:,:,:
A,KM2,L0008,ITI14,:,:,3474.0,3474.0,3474.0,3474.0,3474.0,3474.0,3474.0,3474.0,3474.0,3474.0,3474.0,3474.0,3474.0,3474.0,3474.0,3474.0,3474.0,3474.0,3474.0,3474.0,3474.0,:,:,:
A,KM2,L0008,ITI15,:,:,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,361.0,:,:,:
A,KM2,L0008,ITI16,:,:,1202.0,1202.0,1202.0,1202.0,1207.0,1206.0,1207.0,1207.0,1200.0,1200.0,1201.0,1201.0,1201.0,1201.0,1201.0,1201.0,1201.0,1201.0,1201.0,1201.0,1201.0,:,:,:
A,KM2,L0008,ITI17,:,:,2399.0,2399.0,2399.0,2399.0,2399.0,2399.0,2399.0,2399.0,2395.0,2395.0,2397.0,2396.0,2396.0,2396.0,2396.0,2396.0,2396.0,2396.0,2396.0,2396.0,2396.0,:,:,:
A,KM2,L0008,ITI18,:,:,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3203.0,3204.0,3204.0,3204.0,3204.0,3204.0,3204.0,3204.0,3204.0,3204.0,3204.0,3204.0,:,:,:
A,KM2,L0008,ITI19,:,:,3784.0,3784.0,3784.0,3784.0,3784.0,3784.0,3784.0,3784.0,3784.0,3784.0,3784.0,3784.0,3784.0,3784.0,3784.0,3784.0,3784.0,3784.0,3784.0,3784.0,3784.0,:,:,:
A,KM2,L0008,ITI1A,:,:,4428.0,4428.0,4428.0,4428.0,4428.0,4428.0,4428.0,4428.0,4428.0,4428.0,4428.0,4428.0,4428.0,4428.0,4428.0,4428.0,4428.0,4428.0,4428.0,4428.0,4428.0,:,:,:
A,KM2,L0008,ITI2,:,:,8252.0,8252.0,8252.0,8252.0,8252.0,8252.0,8252.0,8252.0,8252.0,8252.0,8252.0,8252.0,8252.0,8252.0,8252.0,8252.0,8252.0,8252.0,8252.0,8252.0,8252.0,:,:,:
A,KM2,L0008,ITI21,:,:,6157.0,6157.0,6157.0,6157.0,6157.0,6157.0,6157.0,6157.0,6157.0,6157.0,6157.0,6157.0,6157.0,6157.0,6157.0,6157.0,6157.0,6157.0,6157.0,6157.0,6157.0,:,:,:
A,KM2,L0008,ITI22,:,:,2095.0,2095.0,2095.0,2095.0,2095.0,2095.0,2095.0,2095.0,2095.0,2095.0,2095.0,2095.0,2095.0,2095.0,2095.0,2095.0,2095.0,2095.0,2095.0,2095.0,2095.0,:,:,:
A,KM2,L0008,ITI32,:,:,1908.0,1908.0,1908.0,1908.0,1908.0,1908.0,1908.0,1908.0,1908.0,1908.0,1908.0,1908.0,1908.0,1908.0,1908.0,1908.0,1908.0,1908.0,1908.0,1908.0,1908.0,:,:,:
A,KM2,L0008,ITI33,:,:,2755.0,2755.0,2755.0,2755.0,2755.0,2755.0,2755.0,2755.0,2755.0,2755.0,2755.0,2755.0,2755.0,2755.0,2755.0,2755.0,2755.0,2755.0,2755.0,2755.0,2755.0,:,:,:
A,KM2,L0008,ITI4,:,:,16888.0,16888.0,16888.0,16868.0,16869.0,16868.0,16868.0,16868.0,16869.0,16869.0,16897.0,16897.0,16897.0,16897.0,16897.0,16897.0,16897.0,16897.0,16897.0,16897.0,16897.0,:,:,:
A,KM2,L0008,ITI41,:,:,3454.0,3454.0,3454.0,3454.0,3454.0,3454.0,3454.0,3454.0,3454.0,3454.0,3454.0,3453.0,3453.0,3453.0,3453.0,3453.0,3453.0,3453.0,3453.0,3453.0,3453.0,:,:,:
A,KM2,L0008,ITI42,:,:,2720.0,2720.0,2720.0,2720.0,2720.0,2720.0,2720.0,2720.0,2720.0,2720.0,2720.0,2720.0,2720.0,2720.0,2720.0,2720.0,2720.0,2720.0,2720.0,2720.0,2720.0,:,:,:
A,KM2,L0008,ITI43,:,:,5256.0,5256.0,5256.0,5256.0,5256.0,5256.0,5255.0,5255.0,5256.0,5256.0,5285.0,5285.0,5285.0,5285.0,5285.0,5285.0,5285.0,5285.0,5285.0,5285.0,5285.0,:,:,:
A,KM2,L0008,ITI44,:,:,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2222.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,2223.0,:,:,:
A,KM2,L0008,ITI45,:,:,3235.0,3235.0,3235.0,3215.0,3215.0,3215.0,3215.0,3215.0,3215.0,3215.0,3215.0,3215.0,3215.0,3215.0,3215.0,3215.0,3215.0,3215.0,3215.0,3215.0,3215.0,:,:,:
A,KM2,L0008,LI,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,156.3,156.3,156.3,156.3,156.3,156.3,156.2,156.2,156.2,156.2,156.2,156.2,158.0,158.0
A,KM2,L0008,LI0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,156.3,156.3,156.3,156.3,156.3,156.3,156.2,156.2,156.2,156.2,156.2,156.2,158.0,158.0
A,KM2,L0008,LI00,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,156.3,156.3,156.3,156.3,156.3,156.3,156.2,156.2,156.2,156.2,156.2,156.2,158.0,158.0
A,KM2,L0008,LI000,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,156.3,156.3,156.3,156.3,156.3,156.3,156.2,156.2,156.2,156.2,156.2,156.2,158.0,158.0
A,KM2,L0008,LT,:,:,:,:,:,62678.0,62678.0,62678.0,62678.0,62678.0,62678.0,62678.0,62678.0,62678.0,62678.0,62678.0,62678.0,62678.0,62675.0,62675.0,62675.0,62675.0,62678.0,62675.0,62675.0,62650.0
A,KM2,L0008,LT0,:,:,:,:,:,62678.0,62678.0,62678.0,62678.0,62678.0,62678.0,62678.0,62678.0,62678.0,62678.0,62678.0,62678.0,62678.0,62675.0,62675.0,62675.0,62675.0,62678.0,62675.0,62675.0,62650.0
A,KM2,L0008,LT00,:,:,:,:,:,62678.0,62678.0,62678.0,62678.0,62678.0,62678.0,62678.0,62678.0,62678.0,62678.0,62678.0,62678.0,62678.0,62675.0,62675.0,62675.0,62675.0,62678.0,62675.0,62675.0,62650.0
A,KM2,L0008,LT001,:,:,:,:,:,5182.0,5182.0,5182.0,5182.0,5182.0,5182.0,5182.0,5182.0,5182.0,5182.0,5182.0,5182.0,5182.0,5182.0,5182.0,5182.0,5182.0,5182.0,5182.0,5182.0,5173.0
