freq,unit,geo,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
A,HAB_P,FRI1,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,303.34,308.44b,309.12,307.40,307.19,305.78,304.82,299.03,296.20,291.09,287.46,283.34,:
A,HAB_P,FRI2,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,308.91,321.68b,317.72,315.98,316.36,316.86,315.16,314.42,316.60,311.32,316.57,319.69,:
A,HAB_P,FRI3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,351.76,369.17b,366.69,367.34,368.01,366.49,364.85,364.23,361.48,356.26,359.20,357.77,:
A,HAB_P,FRJ1,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,284.59,297.99b,296.95,295.17,295.10,294.28,293.91,292.60,292.13,287.17,286.96,288.31,:
A,HAB_P,FRJ2,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,290.40,312.13b,312.67,311.49,310.01,309.94,309.36,308.16,309.27,308.98,311.38,314.76,:
A,HAB_P,FRK1,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,330.81,357.02b,357.09,351.09,350.88,347.94,346.22,341.84,342.97,340.48,338.46,334.26,:
A,HAB_P,FRK2,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,302.12,325.71b,323.87,322.04,321.45,317.62,316.25,311.98,310.97,306.95,306.33,305.71,:
A,HAB_P,FRL0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,244.89,263.24b,262.65,262.37,264.80,264.07,263.41,261.05,261.76,260.55,261.14,260.75,:
A,HAB_P,FRM0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,333.85,362.50b,363.28,366.98,362.75,360.21,352.43,350.05,348.06,350.37,343.83,337.59,:
A,HAB_P,FRY1,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,469.15,457.55,456.87,432.63,414.06,402.70,394.20,381.01,378.26,367.88,:
A,HAB_P,FRY2,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,374.32,417.46b,409.91,400.34,397.09,388.39,370.46,362.00,362.25,343.56,340.88,320.76,:
A,HAB_P,FRY3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,571.03,547.24b,529.28,513.93,493.45,489.11,498.20,483.00,490.54,481.58,466.62,447.78,:
A,HAB_P,FRY4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,388.09,376.99b,369.42,353.38,343.37,336.16,328.57,323.18,315.84,308.72,307.25,298.31,:
A,HAB_P,FRY5,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1300.66,1407.10,1329.15,1259.31,1327.51,1342.15,1286.65,1227.87,1165.42,:
A,HAB_P,FX,314.04,311.58,309.54,307.75,305.96,304.54,304.75,303.59,301.54,299.56,298.45,297.07,297.15,297.83,299.47,299.78,303.73,303.31,301.37,300.62,298.85,:,:,:,:,:,:,:,:,:
A,HAB_P,HR,474.62,484.23,475.17,450.75,438.96,440.06,432.41,421.17,407.55,406.60,397.93,388.38,388.44,383.38,365.52,365.30,364.54b,349.18,342.91,334.25,329.65,318.45,313.33,308.98,297.43,290.65,284.18,283.90,269.47,:
A,HAB_P,HR02,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,315.82,304.72,:
A,HAB_P,HR03,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,383.08b,366.79,359.01,355.40,349.96,332.88,329.93,329.50,318.85,310.45,305.05,305.73,288.84,:
A,HAB_P,HR05,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,169.88,162.07,:
A,HAB_P,HR06,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,478.81,443.58,:
A,HAB_P,HU,303.80e,298.75e,298.23e,303.96e,298.86e,284.05e,281.36e,332.66be,307.89e,272.39be,264.89e,299.68be,359.55be,329.40e,356.73be,323.56be,331.04e,348.60e,337.59e,323.76e,311.61e,300.89e,322.87,311.41,300.77,295.53,286.23,318.53,303.19,:
A,HAB_P,HU11,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,204.28e,200.04e,192.37e,183.69e,189.50e,196.48,206.33,184.59,180.80,175.16,194.67,182.46,:
A,HAB_P,HU12,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,437.46e,424.95e,405.18e,386.18e,397.19e,422.21,416.43,406.16,393.55,386.32,425.96,406.11,:
A,HAB_P,HU21,:,:,:,:,:,:,404.87e,494.21be,489.59e,414.83be,389.96e,493.76be,656.13be,496.10e,530.53be,485.91be,497.47e,555.41e,489.13e,462.89e,464.65e,408.07e,454.65,431.30,435.40,417.58,408.28,449.61,428.49,:
A,HAB_P,HU22,:,:,:,:,:,:,328.41e,385.65be,373.57e,347.16be,332.48e,418.45be,462.01be,406.24e,421.73be,391.55be,402.13e,464.99e,398.37e,377.33e,378.23e,338.80e,386.76,360.95,366.34,364.22,352.63,397.17,378.65,:
A,HAB_P,HU23,:,:,:,:,:,:,287.27e,332.56be,313.86e,276.94be,262.23e,296.50be,338.81be,312.54e,339.75be,300.70be,312.66e,330.63e,331.88e,315.82e,296.06e,284.34e,323.10,304.67,296.74,290.72,278.26,301.50,288.85,:
A,HAB_P,HU31,:,:,:,:,:,:,421.25e,465.11be,438.48e,418.09be,401.16e,451.37be,523.05be,485.87e,548.77be,478.40be,488.43e,537.77e,476.44e,466.67e,437.40e,416.23e,471.82,433.51,440.61,434.70,416.50,482.24,462.47,:
A,HAB_P,HU32,:,:,:,:,:,:,370.91e,376.03be,355.51e,335.70be,315.74e,365.63be,423.78be,405.31e,476.09be,417.21be,413.32e,418.23e,383.62e,367.83e,365.61e,327.21e,349.33,324.63,322.13,316.08,306.59,330.93,313.13,:
A,HAB_P,HU33,:,:,:,:,:,:,325.61e,357.37be,347.59e,308.24be,296.64e,326.42be,366.45be,343.84e,387.15be,350.56be,356.59e,376.10e,353.23e,341.11e,318.15e,305.52e,324.79,306.39,295.78,289.43,279.08,317.37,304.93,:
A,HAB_P,IE,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,374.96e,369.44e,373.88e,332.01b,320.60,313.30,306.99,304.93,301.50,289.33,248.48b,:
A,HAB_P,IE04,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:e,:e,:e,:b,:,:,:,:,:,:,:b,:
A,HAB_P,IE05,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:e,:e,:e,:b,:,:,:,:,:,:,:b,:
A,HAB_P,IE06,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:e,:e,:e,:b,:,:,:,:,:,:,:b,:
A,HAB_P,IS,338.54,333.78,330.62,320.52,306.71,301.48,295.71,290.50,287.85,279.42,276.52,276.58,276.80b,277.43,276.70,274.58,274.10,278.49,285.34,280.84,277.20,274.42,264.86,259.63b,258.20,256.90,256.81,:,:,:
A,HAB_P,IS00,:,:,:,:,:,:,297.49,290.50,287.85,279.42,276.52,276.58,276.80b,277.43,276.70,274.58,274.10,278.49,285.34,280.84,277.20,274.42,264.86,259.63b,258.20,256.90,256.81,:,:,:
A,HAB_P,IT,:,:,:,:,:,:,:,290.41e,285.16e,280.42e,275.42e,270.44e,268.70e,268.54e,263.49e,264.08e,263.82e,261.84e,256.52e,258.18,256.40,257.70,260.53,252.99,250.66,250.31,246.87,249.91,243.63,235.36p
A,HAB_P,ITC1,:,:,:,:,:,:,:,325.39e,318.84e,313.07e,307.66e,302.02e,299.48e,298.87e,293.57e,294.68e,294.07e,291.23e,284.68e,283.59,283.51,284.16,286.61,278.36,275.44,272.57,270.04,272.61,267.91,260.41p
A,HAB_P,ITC2,:,:,:,:,:,:,:,306.93e,301.84e,297.74e,293.81e,289.66e,289.22e,290.19e,285.11e,285.80e,285.50e,282.93e,276.63e,276.59,273.38,275.04,278.46,267.71,270.39,281.57,272.49,272.56,271.33,271.12p
A,HAB_P,ITC3,:,:,:,:,:,:,:,272.65e,266.06e,260.14e,254.31e,248.84e,246.44e,245.34e,239.46e,238.77e,237.68e,234.94e,229.10e,227.48,226.41,226.22,228.41,221.90,220.75,220.56,216.28,219.83,213.10,207.11p
A,HAB_P,ITC4,:,:,:,:,:,:,:,300.92e,296.33e,292.09e,287.57e,283.67e,283.27e,284.02e,279.19e,280.19e,280.57e,279.33e,274.59e,279.34,277.62,278.86,282.13,272.66,270.61,270.89,268.18,271.49,262.78,252.26p
A,HAB_P,ITF1,:,:,:,:,:,:,:,277.57e,272.50e,267.97e,263.27e,258.35e,256.42e,256.03e,251.34e,252.23e,251.78e,249.24e,243.62e,246.51,244.14,245.04,245.03,236.50,233.53,232.81,229.65,235.37,226.08,219.54p
A,HAB_P,ITF2,:,:,:,:,:,:,:,315.07e,307.94e,301.77e,295.09e,287.55e,283.48e,281.45e,274.49e,273.18e,270.76e,266.80e,259.93e,255.29,254.48,253.26,257.99,254.28,248.37,243.42,240.76,245.99,240.15,237.13p
A,HAB_P,ITF3,:,:,:,:,:,:,:,310.79e,304.51e,298.76e,292.68e,286.63e,283.91e,282.76e,276.26e,275.35e,274.02e,271.49e,265.66e,265.04,261.79,264.99,267.77,262.22,259.81,259.76,255.76,261.68,254.51,249.50p
A,HAB_P,ITF4,:,:,:,:,:,:,:,328.18e,321.48e,315.42e,308.61e,301.56e,298.48e,297.36e,290.57e,289.71e,288.37e,285.68e,279.46e,277.62,277.13,277.79,279.99,272.08,268.03,265.52,259.91,263.17,257.21,249.61p
A,HAB_P,ITF5,:,:,:,:,:,:,:,363.64e,355.60e,347.89e,339.33e,330.37e,325.35e,322.28e,313.40e,311.44e,308.74e,304.38e,296.76e,295.38,291.12,290.64,290.48,285.02,283.24,283.99,284.50,294.32,295.51,285.28p
A,HAB_P,ITF6,:,:,:,:,:,:,:,323.23e,315.60e,308.37e,300.84e,292.79e,288.00e,285.38e,278.30e,277.30e,275.23e,271.78e,265.26e,260.17,260.09,262.31,267.49,260.12,257.61,259.62,257.66,258.80,269.51,262.63p
A,HAB_P,ITG1,:,:,:,:,:,:,:,278.96e,273.01e,267.56e,261.60e,255.45e,252.65e,251.72e,246.06e,245.53e,244.57e,242.35e,237.07e,234.78,233.47,235.63,240.01,234.19,232.35,231.12,226.68,230.48,225.68,219.79p
A,HAB_P,ITG2,:,:,:,:,:,:,:,250.53e,245.22e,240.44e,235.22e,229.65e,227.24e,226.62e,221.63e,221.13e,220.01e,217.63e,212.61e,215.02,210.60,211.60,211.99,206.93,206.07,208.59,207.41,210.47,206.87,200.25p
A,HAB_P,ITH1,:,:,:,:,:,:,:,354.08e,349.11e,344.86e,339.85e,334.35e,333.80e,335.98e,331.65e,333.67e,334.62e,333.51e,328.25e,342.22,337.06,333.62,341.69,322.97,311.06,309.57,308.28,300.55,291.83,281.06p
A,HAB_P,ITH2,:,:,:,:,:,:,:,327.59e,323.63e,320.12e,316.48e,312.76e,312.74e,314.52e,310.29e,312.51e,313.73e,312.70e,307.60e,326.08,312.95,306.93,311.60,300.45,296.94,303.21,303.72,308.80,303.06,294.32p
A,HAB_P,ITH3,:,:,:,:,:,:,:,333.41e,328.80e,324.76e,320.70e,316.53e,315.74e,316.60e,311.76e,313.61e,313.78e,311.25e,304.77e,310.22,306.82,305.24,305.52,295.28,291.68,291.19,289.26,289.37,280.03,267.33p
A,HAB_P,ITH4,:,:,:,:,:,:,:,298.31e,293.40e,288.97e,283.87e,278.18e,275.86e,275.59e,270.49e,271.06e,270.36e,267.45e,261.15e,265.47,258.84,257.44,259.69,252.60,248.16,247.82,247.15,254.25,249.70,238.98p
A,HAB_P,ITH5,:,:,:,:,:,:,:,262.45e,258.18e,254.98e,251.48e,247.99e,247.42e,248.25e,244.57e,246.45e,247.52e,246.45e,241.99e,245.35,243.87,243.38,246.62,238.61,236.79,238.61,235.17,234.03,227.65,218.28p
A,HAB_P,ITI1,:,:,:,:,:,:,:,264.70e,260.03e,255.77e,251.29e,246.91e,245.44e,245.39e,241.07e,242.00e,242.06e,240.41e,235.45e,239.37,236.58,236.71,237.49,231.28,228.04,227.42,224.83,227.58,220.82,212.42p
A,HAB_P,ITI2,:,:,:,:,:,:,:,256.31e,252.34e,248.69e,245.30e,241.85e,240.92e,241.19e,237.35e,238.93e,239.42e,238.07e,233.23e,238.41,231.62,230.80,232.85,226.01,223.88,222.91,218.86,225.52,219.20,211.01p
A,HAB_P,ITI3,:,:,:,:,:,:,:,312.61e,307.50e,303.69e,299.66e,295.07e,293.63e,293.90e,289.02e,290.76e,290.95e,288.41e,282.10e,283.47,280.29,279.53,279.80,272.73,268.15,265.72,261.37,265.61,258.52,251.80p
A,HAB_P,ITI4,:,:,:,:,:,:,:,231.66e,227.30e,223.54e,219.68e,216.08e,215.24e,215.70e,212.50e,214.04e,214.85e,214.15e,210.53e,212.58,214.79,220.49,225.25,218.21,217.76,216.53,211.06,213.71,206.94,198.66p
A,HAB_P,LI,:,:,:,:,:,:,:,666.21d,582.35d,526.47d,532.48d,506.57d,445.54d,437.96d,440.78d,417.32d,401.59d,346.36b,327.14,316.00,308.20,313.00,312.45,304.16,275.09,283.30,267.80,277.86,:,:
A,HAB_P,LI00,:,:,:,:,:,:,:,666.21d,582.35d,526.47d,532.48d,506.57d,445.54d,437.96d,440.78d,417.32d,401.59d,346.36b,327.14,316.00,308.20,313.00,312.45,304.16,275.09,283.30,267.80,277.86,:,:
A,HAB_P,LT,277.20,270.80,271.44,269.00,266.07,268.71,269.19,275.73,275.44,270.07,272.56,275.75,268.79,263.77,257.45,257.65,259.45,253.34,244.07,237.09,233.81,232.16,230.46,223.87,219.48,217.49,218.84,223.07,223.48,:
A,HAB_P,LT01,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,194.28,186.25,181.23,180.97,178.03,178.66,173.74,170.54,168.32,172.12,176.83,177.77,:
A,HAB_P,LT02,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,278.43,275.19,267.56,262.54,262.45,259.36,252.29,247.78,246.70,246.40,250.53,250.30,:
A,HAB_P,LU,468.72,463.13,447.07,432.39,416.12,409.55,401.19,465.14b,452.38,443.07,420.51,412.70,392.21,383.63,372.67,368.24,369.82,361.08,359.96,356.34,353.29,347.05,343.96b,346.68,335.02,:,:,:,:,:
A,HAB_P,LU00,:,:,:,:,:,:,404.10,465.14b,452.38,443.07,420.51,412.70,392.21,383.63,372.67,368.24,369.82,361.08,359.96,356.34,353.29,347.05,343.96b,346.68,335.02,:,:,:,:,:
A,HAB_P,LV,344.25,345.83,353.59,352.74,348.85,365.04,368.05,347.20,372.10b,358.56,353.19,342.74,337.78b,330.16,318.15,309.28,317.14,321.86,319.04,318.06,313.35,310.95,312.70,311.28,312.01,302.68,306.06,:,:,:
A,HAB_P,LV00,:,:,:,:,:,:,366.70,347.20,372.10b,358.56,353.19,342.74,337.78b,330.16,318.15,309.28,317.14,321.86,319.04,318.06,313.35,310.95,312.70,311.28,312.01,302.68,306.06,:,:,:
A,HAB_P,ME,:,:,:,:,:,:,:,:,:,:,:,:,514.92,504.41,505.41,476.68,478.39,491.61,499.66,493.72,468.48,460.60,424.39,391.63,377.20,361.79,366.33,:,:,:
A,HAB_P,ME00,:,:,:,:,:,:,:,:,:,:,:,:,514.92,504.41,505.41,476.68,478.39,491.61,499.66,493.72,468.48,460.60,424.39,391.63,377.20,361.79,366.33,:,:,:
A,HAB_P,NL,:,:,:,:,:,:,420.11,409.36,397.63,388.30,382.25,377.67,369.34,357.78,357.97,348.41,342.16,337.42,319.21,307.37,301.80,291.97,286.42,282.74,277.52,272.32b,266.35,259.93,256.47,:
A,HAB_P,NL11,:,:,:,:,:,:,299.44,284.27,280.32,270.97,263.04,257.15,252.55,248.09,251.55,238.77,235.23,232.82,221.10,212.77,204.50,198.01,194.74,189.19,186.94,186.89b,183.08,179.05,176.21,:
A,HAB_P,NL12,:,:,:,:,:,:,599.33,582.66,561.99,541.58,522.78,521.53,512.03,495.92,510.48,499.61,509.12,506.89,494.46,481.79,482.17,469.00,450.91,449.24,439.89,428.50b,421.31,409.76,406.94,:
A,HAB_P,NL13,:,:,:,:,:,:,464.24,451.39,445.47,438.78,434.09,436.22,428.63,423.14,436.53,429.35,418.47,415.21,402.88,383.10,382.98,375.12,369.31,360.45,352.65,346.33b,338.08,333.94,324.35,:
A,HAB_P,NL21,:,:,:,:,:,:,550.37,541.25,525.88,508.51,502.09,498.41,488.35,473.04,477.45,471.33,468.20,466.39,436.28,423.24,416.95,406.62,396.83,393.13,388.90,381.35b,377.17,363.56,351.65,:
A,HAB_P,NL22,:,:,:,:,:,:,437.07,422.81,410.00,400.25,385.79,384.21,376.12,359.39,356.51,348.62,345.04,335.87,317.83,308.83,303.60,294.40,289.56,285.90,282.18,275.62b,269.16,261.64,256.72,:
A,HAB_P,NL23,:,:,:,:,:,:,762.51,747.85,750.18,752.06,750.62,759.17,740.96,752.61,787.77,785.71,791.92,770.60,742.92,740.64,756.00,760.61,776.36,808.65,797.17,823.28b,790.55,760.04,747.83,:
A,HAB_P,NL31,:,:,:,:,:,:,282.90,272.71,266.52,261.48,258.08,256.32,246.42,236.54,235.75,228.82,221.47,220.69,207.99,199.10,196.27,189.24,186.01,183.19,178.94,174.82b,169.45,165.05,164.64,:
A,HAB_P,NL32,:,:,:,:,:,:,320.81,312.41,304.34,296.65,292.90,288.55,283.19,274.20,273.99,266.02,260.13,256.76,240.14,230.75,225.00,217.47,213.40,211.36,209.32,207.28b,204.94,201.35,201.54,:
A,HAB_P,NL33,:,:,:,:,:,:,424.88,416.98,402.90,395.47,390.96,385.36,378.45,368.55,366.85,354.38,347.76,344.02,323.97,311.87,307.16,299.59,294.43,290.41,283.17,274.79b,270.68,263.23,258.86,:
A,HAB_P,NL34,:,:,:,:,:,:,692.49,700.55,675.18,674.63,683.55,675.27,688.55,645.74,683.20,688.58,686.84,683.64,669.24,675.96,675.26,669.02,644.65,642.10,619.02,614.23b,605.47,600.69,594.89,:
A,HAB_P,NL41,:,:,:,:,:,:,596.31,577.53,556.02,546.33,549.27,536.21,524.71,502.08,506.26,499.32,489.93,482.12,461.51,442.97,434.85,416.29,406.15,401.48,392.34,385.67b,376.96,368.13,364.37,:
A,HAB_P,NL42,:,:,:,:,:,:,445.60,428.33,415.78,405.32,398.40,395.97,385.30,375.87,369.10,360.10,351.38,348.11,333.19,324.32,317.28,304.73,297.89,293.77,290.00,286.47b,282.42,274.94,267.50,:
A,HAB_P,NO,:,:,:,:,:,:,:,:,:,310.77,309.57,294.07,280.66,267.99,260.15,252.85,247.04b,243.08,238.77,236.30,232.22,225.77,224.58b,218.23,211.20,205.86,201.26,196.61,193.67,:
A,HAB_P,NO02,:,:,:,:,:,:,:,:,:,367.85,368.99,345.52,327.43,323.80,311.05,299.15,293.08b,278.30,274.51,270.59,266.85,258.68,261.83b,248.67,237.99,235.91,231.12,224.49,217.17,:
A,HAB_P,NO06,:,:,:,:,:,:,:,:,:,317.87,309.93,290.85,286.52,269.59,265.44,256.10,260.08b,247.18,244.45,236.14,226.86,222.65,219.65b,214.13,205.61,199.91,194.37,191.07,190.04,:
A,HAB_P,NO07,:,:,:,:,:,:,:,:,:,299.94,290.34,274.97,253.68,247.07,237.85,228.06,216.46b,211.95,204.93,202.16,199.12,194.96,196.75b,188.81,180.69,177.39,171.61,167.49,161.87,:
A,HAB_P,NO08,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,185.67,183.69,:
A,HAB_P,NO09,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,229.64,225.23,:
A,HAB_P,NO0A,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,208.67,203.99,:
A,HAB_P,NO0B,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.00,:
A,HAB_P,PL,450.54,439.42,431.61,425.25,424.16,429.18,439.48,449.94,441.12,434.09,410.88b,436.67b,467.71b,458.89,456.43,462.71,459.82,457.24,451.94,447.67,446.24,433.49,429.53,413.93,420.62,424.15,302.88b,300.63,290.60,:
A,HAB_P,PL21,:,:,:,:,:,:,413.65,467.96,447.19,432.33,418.50b,412.80b,455.18b,427.39,441.39,455.04,455.40,440.80,439.19,428.45,426.69,437.12,433.92,409.85,407.19,413.43,295.13b,296.11,285.61,:
A,HAB_P,PL22,:,:,:,:,:,:,388.09,402.99,364.19,359.96,373.32b,414.39b,468.11b,443.87,434.08,446.80,436.37,435.68,424.10,423.74,426.46,418.73,408.79,395.96,396.59,407.08,294.40b,291.40,284.25,:
A,HAB_P,PL41,:,:,:,:,:,:,550.21,550.39,549.46,504.87,491.31b,470.10b,566.86b,577.10,586.97,593.78,658.57,660.62,689.62,685.89,680.03,625.94,659.40,632.87,620.01,650.67,357.17b,353.76,345.05,:
A,HAB_P,PL42,:,:,:,:,:,:,481.81,478.01,479.84,458.32,420.75b,414.74b,466.42b,458.08,446.58,464.11,443.59,418.20,393.16,431.24,412.62,415.42,409.68,402.06,396.71,366.92,323.83b,321.60,311.92,:
A,HAB_P,PL43,:,:,:,:,:,:,552.01,564.51,579.73,590.16,524.98b,529.09b,527.26b,534.07,549.89,550.91,547.33,530.82,486.55,509.07,493.68,483.45,494.50,486.93,489.53,492.26,450.30b,452.11,432.72,:
A,HAB_P,PL51,:,:,:,:,:,:,391.67,430.46,423.90,422.61,407.51b,441.55b,473.64b,473.54,464.72,464.15,501.79,494.72,453.65,465.75,460.10,442.47,438.30,427.87,450.17,467.87,286.55b,281.96,269.99,:
A,HAB_P,PL52,:,:,:,:,:,:,605.53,604.85,575.40,568.23,553.23b,555.70b,586.30b,567.45,545.39,544.20,511.02,496.00,521.90,510.74,510.71,511.78,490.61,466.49,469.02,499.43,408.54b,414.80,402.43,:
A,HAB_P,PL61,:,:,:,:,:,:,557.19,562.66,545.71,541.88,506.53b,505.92b,518.10b,491.28,483.79,508.49,471.59,483.86,471.54,463.36,460.22,445.41,428.82,404.73,400.11,395.92,354.31b,353.90,343.74,:
A,HAB_P,PL62,:,:,:,:,:,:,659.31,677.82,691.19,631.22,548.22b,574.51b,556.98b,532.74,545.10,559.02,543.50,530.67,502.60,502.12,480.61,479.53,474.90,456.88,467.20,498.91,414.23b,413.75,402.24,:
A,HAB_P,PL63,:,:,:,:,:,:,416.50,446.07,421.41,419.58,377.53b,408.86b,489.53b,471.27,479.84,483.04,467.71,494.87,523.22,502.29,499.92,461.48,442.30,420.46,420.10,424.43,303.27b,299.46,285.74,:
A,HAB_P,PL71,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,394.08,361.76,372.17,354.76,370.87,378.71,259.45b,259.90,249.08,:
A,HAB_P,PL72,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,449.12,435.86,426.93,405.00,414.63,421.66,351.80b,351.77,336.75,:
A,HAB_P,PL81,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,404.02,410.00,399.03,392.73,398.85,401.10,287.08b,285.12,277.76,:
A,HAB_P,PL82,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,485.22,479.61,466.51,459.16,448.07,451.13,393.90b,387.72,374.07,:
A,HAB_P,PL84,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,394.40,394.81,385.47,364.36,390.64,374.74,275.16b,273.35,263.74,:
A,HAB_P,PL91,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,169.84b,167.93,161.70,:
A,HAB_P,PL92,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,489.59b,486.56,487.63,:
A,HAB_P,PT,356.00,353.93,351.71,346.53,341.80,335.91,330.71,324.97,319.77,316.34,310.97,304.62,297.19,291.20,284.04,276.71,268.73,259.96,251.05,243.83,234.71,225.93,216.73,208.42,201.02,194.16,187.90,182.22,177.92,:
A,HAB_P,PT11,:,:,:,:,:,:,378.50,365.97,359.32,351.93,343.55,333.96,324.75,316.02,307.09,297.75,286.67,274.32,263.81,258.22,245.00,235.43,223.40,213.20,204.07,195.57,188.05,181.37,175.25,:
A,HAB_P,PT15,:,:,:,:,:,:,467.59,448.41,417.06,408.16,394.26,379.28,364.85,358.73,351.81,346.81,337.88,327.90,313.57,305.60,295.58,284.92,274.01,263.23,256.28,246.35,238.65,231.85,232.19,:
A,HAB_P,PT16,:,:,:,:,:,:,400.74,388.73,382.31,381.32,366.62,358.51,348.99,340.17,328.82,318.81,307.06,293.97,281.89,270.24,260.03,247.96,238.26,228.56,218.09,209.06,199.85,192.05,187.29,:
A,HAB_P,PT17,:,:,:,:,:,:,206.52,206.20,205.81,205.79,206.33,204.37,201.13,198.78,195.62,192.18,189.26,186.49,182.30,178.42,174.46,170.06,165.63,161.54,158.37,155.47,153.18,150.68,148.66,:
A,HAB_P,PT18,:,:,:,:,:,:,700.57,674.26,627.51,596.71,585.94,573.11,548.30,541.56,531.05,517.98,506.54,483.71,464.71,436.18,413.76,394.20,378.05,360.62,349.98,337.16,322.52,312.69,309.43,:
A,HAB_P,PT20,:,:,:,:,:,:,663.25,648.05,622.02,611.90,594.17,580.06,560.19,547.76,527.94,507.25,489.65,466.59,436.35,410.23,392.85,370.16,344.14,323.48,308.41,295.33,282.02,272.47,261.01,:
A,HAB_P,PT30,:,:,:,:,:,:,556.93,538.69,520.26,516.82,510.27,490.62,476.80,468.20,452.96,432.56,408.49,394.89,380.14,355.82,339.64,311.38,283.65,265.75,247.93,236.42,226.07,212.27,199.49,:
A,HAB_P,RO,:,:,:,:,:,:,531.87d,519.07,507.92,509.32,497.84,476.06,453.88,455.43,456.89b,431.31,420.09,398.73,393.87,383.06,378.28,370.61,361.55,351.98,341.69,328.21,313.81b,300.42,285.00,:
A,HAB_P,RO11,:,:,:,:,:,:,539.56d,472.49,469.05,494.35,473.76,448.42,438.10,436.81,446.56b,414.43,391.06,375.81,350.50,340.44,340.05,336.88,329.38,335.17,327.89,309.82,298.50b,290.51,276.84,:
A,HAB_P,RO12,:,:,:,:,:,:,541.05d,545.01,534.99,509.04,518.62,504.06,471.86,466.83,486.49b,458.74,460.98,437.74,411.67,376.88,360.29,360.19,351.52,338.21,331.64,319.85,311.45b,297.99,279.24,:
A,HAB_P,RO21,:,:,:,:,:,:,714.97d,655.42,674.43,672.74,675.68,630.24,604.90,622.11,606.72b,570.83,584.58,574.68,529.63,488.77,477.91,470.92,477.00,451.63,426.50,409.89,391.39b,375.34,371.37,:
A,HAB_P,RO22,:,:,:,:,:,:,730.04d,697.94,688.18,694.19,682.88,685.86,676.36,682.61,678.51b,648.15,610.45,610.99,572.38,542.23,539.15,521.42,502.76,497.48,488.11,476.87,454.86b,436.23,420.30,:
A,HAB_P,RO31,:,:,:,:,:,:,892.14d,778.75,736.34,736.98,769.10,781.91,774.91,773.19,827.51b,786.86,763.59,730.07,729.10,703.94,678.79,675.28,668.37,657.55,657.36,635.54,625.93b,628.31,605.95,:
A,HAB_P,RO32,:,:,:,:,:,:,223.53d,261.71,246.09,242.51,220.95,205.36,194.00,197.35,206.87b,206.71,207.92,193.54,200.50,194.53,196.29,188.91,187.36,180.79,177.61,172.28,161.83b,152.54,140.47,:
