freq,unit,geo,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
A,HAB_P,RO41,:,:,:,:,:,:,578.21d,552.83,554.38,561.94,559.95,554.36,538.34,543.04,555.40b,524.26,508.44,496.11,479.39,454.01,439.21,426.40,382.12,369.87,352.71,335.06,321.00b,315.98,303.36,:
A,HAB_P,RO42,:,:,:,:,:,:,460.07d,424.36,411.26,432.76,444.99,421.72,387.74,390.67,370.59b,363.11,348.81,316.69,303.43,285.68,289.04,284.63,277.36,270.28,259.23,250.37,240.18b,223.31,207.06,:
A,HAB_P,RS,:,:,:,:,:,:,:,:,:,:,364.04d,355.83d,357.97d,354.52d,345.90d,335.03d,331.59d,326.18d,322.78d,322.61d,322.01d,325.60d,324.88d,338.48bd,337.98d,335.32d,:,347.44bd,330.11d,:
A,HAB_P,RS11,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,274.56bd,274.20d,274.29d,:,298.38bd,284.43d,:
A,HAB_P,RS12,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,380.26bd,378.70d,373.72d,:,396.39bd,367.47d,:
A,HAB_P,RS21,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,383.15bd,381.66d,377.79d,:,372.36bd,361.93d,:
A,HAB_P,RS22,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,325.90bd,331.25d,328.40d,:,330.57bd,313.16d,:
A,HAB_P,SE,:,:,355.07,352.41,350.42,342.58,337.21,330.52,320.39,311.30,304.61,296.49,289.54,282.29,275.86,271.65,266.71,262.63,257.18,252.06,247.34,243.39,239.59,236.25,234.24,231.42,233.29,231.52,:,:
A,HAB_P,SE11,:,:,:,:,:,:,276.46,274.62,263.46,253.70,245.98,244.13,237.85,230.32,225.65,222.20,222.27,223.45,221.09,217.94,215.56,212.07,210.59,209.27,208.76,212.41,217.87,217.77,:,:
A,HAB_P,SE12,:,:,:,:,:,:,334.76,324.95,315.74,304.70,301.27,294.72,288.49,281.98,273.52,271.90,265.93,257.96,253.57,249.52,243.31,240.49,236.02,230.46,226.42,222.09,222.29,219.53,:,:
A,HAB_P,SE21,:,:,:,:,:,:,421.96,416.58,393.70,389.60,377.72,355.64,347.48,336.90,332.01,323.42,317.12,311.02,304.57,290.74,281.84,277.98,274.74,271.37,269.37,262.91,260.56,255.21,:,:
A,HAB_P,SE22,:,:,:,:,:,:,322.15,313.09,303.07,293.16,286.07,279.73,276.82,271.47,265.48,263.40,261.82,256.95,250.98,248.79,247.19,243.91,237.13,232.38,231.16,226.83,229.99,228.72,:,:
A,HAB_P,SE23,:,:,:,:,:,:,358.76,348.24,339.83,330.52,327.70,318.25,309.99,304.32,297.94,293.40,286.35,277.69,268.02,260.10,255.20,250.88,246.48,243.27,240.47,234.24,237.42,235.92,:,:
A,HAB_P,SE31,:,:,:,:,:,:,408.93,401.93,405.08,402.18,391.21,372.16,356.64,348.96,339.62,337.32,318.74,315.65,309.53,304.63,298.06,290.89,288.93,288.51,285.73,282.22,278.71,277.28,:,:
A,HAB_P,SE32,:,:,:,:,:,:,413.50,411.57,390.69,374.84,365.79,338.20,329.36,321.39,318.19,305.80,295.05,299.69,294.87,289.56,279.94,274.72,272.46,265.12,269.60,263.87,262.71,251.29,:,:
A,HAB_P,SE33,:,:,:,:,:,:,328.95,323.06,320.40,322.08,315.27,307.27,302.51,293.79,287.15,277.36,268.68,264.58,260.14,255.80,247.79,243.66,237.93,234.74,230.47,223.94,218.92,220.39,:,:
A,HAB_P,SI,:,:,:,:,:,457.12,470.36,464.81,460.59,449.22,444.98,435.17,426.36,423.39,417.60,416.42,414.99,411.44,400.87,393.49,380.35,360.99,353.95,331.79,322.47,314.66,306.57,302.77,299.06,:
A,HAB_P,SI03,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,518.65,501.07,471.33,445.87,425.90,409.77,394.25,396.52,378.01,362.12,354.62,349.28,:
A,HAB_P,SI04,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,332.64,325.82,330.90,325.90,307.94,306.88,281.73,266.80,265.21,262.07,260.73,258.21,:
A,HAB_P,SK,:,:,:,:,:,:,301.18,298.15,298.46,300.62,304.22,300.95,329.26b,315.32,295.00,296.85,302.64,297.70,302.45,297.23,294.93,291.73,289.75,287.89,292.31,284.01,280.36,272.59,271.72,:
A,HAB_P,SK01,:,:,:,:,:,:,149.68,145.81,142.23,141.71,141.77,139.34,181.42b,161.80,143.10,147.62,146.95,149.52,149.57,146.79,145.62,147.44,150.07,152.50,157.38,155.38,154.20,146.05,147.20,:
A,HAB_P,SK02,:,:,:,:,:,:,399.92,392.98,394.18,398.57,406.10,400.08,411.25b,402.82,381.39,384.41,400.82,393.16,398.14,388.32,386.17,379.84,379.84,379.42,378.48,372.54,360.45,350.51,356.63,:
A,HAB_P,SK03,:,:,:,:,:,:,327.10,329.87,330.86,331.07,335.23,339.18,360.53b,349.08,332.91,326.82,340.16,335.02,346.56,332.64,331.67,325.88,315.72,304.99,306.01,300.52,302.24,293.26,288.79,:
A,HAB_P,SK04,:,:,:,:,:,:,312.57,308.61,312.79,318.49,322.87,316.23,328.42b,321.30,305.95,307.71,308.70,297.03,302.96,306.74,303.91,299.44,297.14,296.88,306.97,290.20,287.68,287.45,286.32,:
A,HAB_P,TR,974.92,921.15,910.69,910.20,895.42,868.50,832.79,772.03,725.65,717.82,707.08,696.10,678.57,663.27,647.20,627.94,607.20,592.50,588.94,579.29,569.22,569.12,553.72,547.40,535.43,531.63b,513.52,486.89,458.40,:
A,HAB_P,TR10,:,:,:,:,:,:,:,:,:,:,:,:,:,:,609.02,557.00,514.72,509.93,525.53,516.77,536.81,526.17,504.12,462.00,485.95,455.30b,438.36,405.79,370.30,:
A,HAB_P,TR21,:,:,:,:,:,:,:,:,:,:,:,:,:,:,718.99,701.20,668.36,653.44,602.24,618.67,598.74,600.95,611.38,589.38,593.72,574.99b,548.70,527.16,511.12,:
A,HAB_P,TR22,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1032.00,960.81,887.85,808.26,763.24,711.39,702.39,690.59,674.78,670.86,640.77,620.13b,602.11,578.22,539.32,:
A,HAB_P,TR31,:,:,:,:,:,:,:,:,:,:,:,:,:,:,416.59,421.58,426.93,445.52,446.67,439.50,413.92,414.09,414.24,427.59,390.06,389.25b,388.44,380.56,360.79,:
A,HAB_P,TR32,:,:,:,:,:,:,:,:,:,:,:,:,:,:,678.70,681.14,681.00,651.10,624.60,602.94,576.66,566.10,556.71,544.30,529.85,538.69b,532.72,514.90,492.34,:
A,HAB_P,TR33,:,:,:,:,:,:,:,:,:,:,:,:,:,:,890.76,850.57,826.52,774.89,723.46,709.64,694.23,683.01,662.68,675.63,655.56,654.91b,618.71,584.00,560.57,:
A,HAB_P,TR41,:,:,:,:,:,:,:,:,:,:,:,:,:,:,688.86,654.56,656.00,651.35,631.34,614.03,606.96,603.69,592.47,597.76,592.43,569.24b,549.78,533.61,504.87,:
A,HAB_P,TR42,:,:,:,:,:,:,:,:,:,:,:,:,:,:,770.25,746.46,715.87,695.09,653.55,660.07,629.73,620.42,610.79,615.76,580.20,604.98b,591.23,546.10,533.22,:
A,HAB_P,TR51,:,:,:,:,:,:,:,:,:,:,:,:,:,:,253.78,256.71,264.88,284.10,322.56,322.91,310.29,316.34,313.97,319.85,318.62,327.66b,317.92,294.46,272.33,:
A,HAB_P,TR52,:,:,:,:,:,:,:,:,:,:,:,:,:,:,779.01,747.30,716.64,664.34,616.85,569.04,569.49,569.48,555.78,560.47,532.94,532.64b,521.87,506.45,481.45,:
A,HAB_P,TR61,:,:,:,:,:,:,:,:,:,:,:,:,:,:,587.05,591.50,585.04,577.79,531.42,511.58,494.16,496.84,490.78,500.74,496.03,470.39b,457.20,448.97,428.80,:
A,HAB_P,TR62,:,:,:,:,:,:,:,:,:,:,:,:,:,:,747.58,713.20,685.01,664.90,648.97,645.66,617.33,617.66,598.96,612.04,579.87,562.74b,549.88,532.02,509.91,:
A,HAB_P,TR63,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1106.86,1019.65,949.64,895.51,851.02,816.84,800.41,790.18,775.36,756.08,705.09,715.51b,686.63,660.92,630.69,:
A,HAB_P,TR71,:,:,:,:,:,:,:,:,:,:,:,:,:,:,898.82,826.58,791.34,755.18,730.45,728.47,739.90,744.15,723.31,719.51,688.78,679.94b,688.36,631.12,619.77,:
A,HAB_P,TR72,:,:,:,:,:,:,:,:,:,:,:,:,:,:,637.69,677.39,620.98,607.73,596.73,579.65,544.97,566.07,556.13,557.28,528.05,532.99b,529.64,506.45,481.89,:
A,HAB_P,TR81,:,:,:,:,:,:,:,:,:,:,:,:,:,:,746.87,732.82,693.16,654.15,638.84,610.64,623.04,622.86,599.51,603.24,566.97,609.73b,588.25,557.91,537.15,:
A,HAB_P,TR82,:,:,:,:,:,:,:,:,:,:,:,:,:,:,995.64,904.12,889.26,804.00,766.82,802.12,853.56,860.04,852.87,813.24,776.97,767.35b,736.49,682.24,641.60,:
A,HAB_P,TR83,:,:,:,:,:,:,:,:,:,:,:,:,:,:,761.64,753.34,717.40,681.11,640.95,641.91,605.91,607.84,589.19,605.00,570.30,572.51b,544.43,512.57,505.91,:
A,HAB_P,TR90,:,:,:,:,:,:,:,:,:,:,:,:,:,:,826.52,803.48,720.38,648.17,623.81,623.10,625.94,616.04,597.64,587.40,554.05,573.94b,551.74,501.38,487.88,:
A,HAB_P,TRA1,:,:,:,:,:,:,:,:,:,:,:,:,:,:,688.28,676.50,617.65,572.76,546.25,553.62,532.23,534.08,497.98,481.56,498.98,510.06b,473.94,455.68,438.32,:
A,HAB_P,TRA2,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1327.50,1235.49,1231.83,1003.32,950.71,943.60,907.47,931.49,873.21,854.71,821.94,892.00b,774.61,757.52,728.89,:
A,HAB_P,TRB1,:,:,:,:,:,:,:,:,:,:,:,:,:,:,632.73,601.04,582.27,556.39,548.16,536.77,542.10,557.45,546.81,525.62,501.90,554.22b,538.22,517.53,462.56,:
A,HAB_P,TRB2,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1100.24,1001.44,1040.57,869.86,824.23,893.23,865.53,928.84,910.06,839.29,809.07,869.70b,779.59,737.36,687.34,:
A,HAB_P,TRC1,:,:,:,:,:,:,:,:,:,:,:,:,:,:,987.44,936.12,903.61,852.80,812.57,772.62,750.86,756.02,715.63,737.91,675.28,680.96b,674.24,645.00,601.33,:
A,HAB_P,TRC2,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1027.84,946.04,910.34,828.23,805.31,762.51,737.91,744.07,690.98,800.39,755.79,759.36b,712.37,714.16,686.75,:
A,HAB_P,TRC3,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1421.25,1238.45,1183.20,973.30,984.56,1005.85,997.11,1054.48,996.70,957.62,892.58,911.19b,813.23,798.35,752.15,:
A,NR,AT,26051.00,27039.00,27923.00,28489.00,29129.00,30110.00,30115.00,30871.00,31859.00,32575.00,33410.00,34334.00,35518.00,36792.00,37493b,38158.00,38956.00,39932.00,40452.00,41076.00,42100.00,42889.00,43775.00,44623.00,45366.00,46115.00,46987.00,47422.00,48443.00,49242.00
A,NR,AT11,614.00,645.00,670.00,669.00,686.00,709.00,737.00,744.00,751.00,777.00,802.00,808.00,852.00,871.00,900b,925.00,961.00,999.00,1037.00,1070.00,1083.00,1085.00,1120.00,1158.00,1187.00,1228.00,1274.00,1298.00,1328.00,1340.00
A,NR,AT12,3702.00,3882.00,3999.00,4151.00,4317.00,4544.00,4669.00,4859.00,5088.00,5319.00,5501.00,5764.00,5970.00,6158.00,6298b,6576.00,6715.00,6888.00,7042.00,7172.00,7284.00,7455.00,7488.00,7606.00,7642.00,7779.00,7899.00,7962.00,8151.00,8298.00
A,NR,AT13,8797.00,9143.00,9387.00,9517.00,9598.00,9914.00,9301.00,9392.00,9615.00,9699.00,9861.00,9967.00,10270.00,10619.00,10699b,10786.00,10941.00,11241.00,11301.00,11445.00,11980.00,12215.00,12390.00,12584.00,12813.00,12814.00,13029.00,13266.00,13557.00,13807.00
A,NR,AT21,1615.00,1634.00,1666.00,1703.00,1725.00,1786.00,1795.00,1862.00,1903.00,1917.00,1950.00,2012.00,2030.00,2196.00,2234b,2230.00,2255.00,2299.00,2328.00,2349.00,2420.00,2465.00,2513.00,2553.00,2584.00,2676.00,2695.00,2746.00,2802.00,2863.00
A,NR,AT22,3667.00,3782.00,3880.00,3949.00,4032.00,4118.00,4258.00,4333.00,4447.00,4555.00,4642.00,4771.00,4947.00,5058.00,5207b,5318.00,5430.00,5576.00,5621.00,5695.00,5779.00,5888.00,6101.00,6164.00,6307.00,6410.00,6462.00,6475.00,6555.00,6643.00
A,NR,AT31,3220.00,3307.00,3449.00,3517.00,3652.00,3778.00,3927.00,4057.00,4231.00,4362.00,4505.00,4637.00,4836.00,5033.00,5145b,5268.00,5435.00,5570.00,5655.00,5702.00,5707.00,5784.00,5946.00,6031.00,6100.00,6196.00,6302.00,6403.00,6578.00,6631.00
A,NR,AT32,1545.00,1596.00,1665.00,1699.00,1755.00,1802.00,1851.00,1905.00,1979.00,2023.00,2098.00,2139.00,2231.00,2304.00,2392b,2447.00,2516.00,2578.00,2656.00,2744.00,2811.00,2860.00,2928.00,2994.00,3056.00,3119.00,3206.00,3269.00,3310.00,3380.00
A,NR,AT33,2079.00,2206.00,2356.00,2406.00,2469.00,2539.00,2634.00,2739.00,2826.00,2868.00,2974.00,3103.00,3225.00,3362.00,3387b,3329.00,3400.00,3456.00,3474.00,3537.00,3607.00,3641.00,3745.00,3944.00,4048.00,4192.00,4415.00,4272.00,4403.00,4489.00
A,NR,AT34,812.00,844.00,851.00,878.00,895.00,920.00,943.00,980.00,1019.00,1055.00,1077.00,1133.00,1157.00,1191.00,1231b,1279.00,1303.00,1325.00,1338.00,1362.00,1429.00,1496.00,1544.00,1589.00,1629.00,1701.00,1705.00,1731.00,1759.00,1791.00
A,NR,BE,34736.00,35486.00,35917.00,36644.00,37451.00,38109.00,28642b,28999.00,29303.00,29537.00,29646.00,29891.00,30081.00,30440.00,30868.00,31281.00,31578.00,31815.00,32182.00,32583.00,32999.00,33353.00,34020.00,34834.00,35069.00,35762.00,36343.00,37089.00,37630.00,:
A,NR,BE10,:,:,:,:,:,:,:b,:,:,:,:,:,:,:,:,:,:,:,4157.00,4315.00,4376.00,4423.00,4523.00,4583.00,4601.00,4697.00,4760.00,4870.00,4908.00,:
A,NR,BE21,:,:,:,:,:,:,:b,:,:,:,:,:,:,:,:,:,:,:,4329.00,4370.00,4435.00,4500.00,4598.00,4779.00,4852.00,4961.00,5062.00,5178.00,5257.00,:
A,NR,BE22,:,:,:,:,:,:,:b,:,:,:,:,:,:,:,:,:,:,:,1907.00,1961.00,1972.00,2019.00,2072.00,2149.00,2171.00,2205.00,2254.00,2313.00,2340.00,:
A,NR,BE23,:,:,:,:,:,:,:b,:,:,:,:,:,:,:,:,:,:,:,3848.00,3897.00,3949.00,4010.00,4096.00,4197.00,4231.00,4363.00,4452.00,4542.00,4622.00,:
A,NR,BE24,:,:,:,:,:,:,:b,:,:,:,:,:,:,:,:,:,:,:,3974.00,4069.00,4167.00,4229.00,4334.00,4471.00,4512.00,4600.00,4716.00,4781.00,4865.00,:
A,NR,BE25,:,:,:,:,:,:,:b,:,:,:,:,:,:,:,:,:,:,:,2791.00,2825.00,2850.00,2892.00,2932.00,3016.00,3022.00,3071.00,3144.00,3199.00,3231.00,:
A,NR,BE31,:,:,:,:,:,:,:b,:,:,:,:,:,:,:,:,:,:,:,1820.00,1865.00,1900.00,1914.00,1967.00,1991.00,2038.00,2067.00,2130.00,2184.00,2226.00,:
A,NR,BE32,:,:,:,:,:,:,:b,:,:,:,:,:,:,:,:,:,:,:,3303.00,3336.00,3339.00,3333.00,3369.00,3418.00,3396.00,3437.00,3415.00,3478.00,3511.00,:
A,NR,BE33,:,:,:,:,:,:,:b,:,:,:,:,:,:,:,:,:,:,:,3646.00,3690.00,3720.00,3740.00,3803.00,3869.00,3888.00,3960.00,3990.00,4065.00,4155.00,:
A,NR,BE34,:,:,:,:,:,:,:b,:,:,:,:,:,:,:,:,:,:,:,603.00,613.00,630.00,626.00,632.00,650.00,649.00,652.00,667.00,694.00,704.00,:
A,NR,BE35,:,:,:,:,:,:,:b,:,:,:,:,:,:,:,:,:,:,:,1594.00,1635.00,1655.00,1666.00,1693.00,1711.00,1709.00,1749.00,1753.00,1785.00,1811.00,:
A,NR,BG,28457.00,28094.00,29069.00,29592.00,28655.00,28476.00,28261.00,27526.00,27186.00,27688.00,28128.00,27406.00,28174.00,28086.00,27882.00,27454.00,27952.00,27869b,28321.00,28305.00,28715.00,28733.00,29002.00,29271.00,29606.00,29625.00,29549.00,29656.00,29543.00,:
A,NR,BG31,3214.00,3228.00,3302.00,3377.00,3279.00,3357.00,3337.00,3519.00,3244.00,3275.00,3383.00,3372.00,3254.00,3331.00,3343.00,3320.00,3415.00,3442b,3436.00,3386.00,3383.00,3364.00,3333.00,3314.00,3339.00,3307.00,3299.00,3265.00,3288.00,:
A,NR,BG32,2579.00,2565.00,2617.00,2632.00,2583.00,2620.00,2646.00,2737.00,2612.00,2691.00,2701.00,2658.00,2716.00,2665.00,2630.00,2649.00,2661.00,2678b,2636.00,2610.00,2628.00,2597.00,2604.00,2605.00,2599.00,2625.00,2595.00,2544.00,2514.00,:
A,NR,BG33,3262.00,3328.00,3418.00,3521.00,3328.00,3375.00,3309.00,3009.00,3350.00,3538.00,3603.00,3525.00,3552.00,3542.00,3556.00,3602.00,3705.00,3649b,3568.00,3529.00,3563.00,3551.00,3545.00,3604.00,3633.00,3671.00,3687.00,3667.00,3633.00,:
A,NR,BG34,3142.00,3227.00,3270.00,3410.00,3347.00,3418.00,3388.00,3633.00,3380.00,3439.00,3489.00,3503.00,3453.00,3425.00,3383.00,3373.00,3479.00,3557b,3500.00,3531.00,3524.00,3577.00,3604.00,3581.00,3581.00,3570.00,3515.00,3530.00,3573.00,:
A,NR,BG41,9606.00,9454.00,9838.00,9912.00,9553.00,9606.00,9117.00,8825.00,8751.00,8837.00,8891.00,8719.00,8863.00,8603.00,8462.00,8544.00,8318.00,8266b,8503.00,8455.00,8833.00,8804.00,9066.00,9198.00,9332.00,9339.00,9334.00,9810.00,9654.00,:
A,NR,BG42,4992.00,4887.00,5135.00,5005.00,4821.00,4819.00,4932.00,4913.00,4759.00,4765.00,4873.00,4936.00,4971.00,5022.00,5011.00,5062.00,5197.00,5198b,5274.00,5328.00,5323.00,5433.00,5491.00,5621.00,5704.00,5714.00,5687.00,5709.00,5688.00,:
A,NR,CH,:,:,:,:,:,:,:,:,:,:,27268d,27742d,28251d,28812d,29052d,29194b,29680.00,29803.00,30327.00,31313.00,32681.00,33785.00,34762.00,35592.00,36324.00,36940.00,37300.00,37911.00,38613.00,:
A,NR,CH01,:,:,:,:,:,:,:,:,:,:,6224d,6342d,6475d,6656d,6607d,6635b,6657.00,6654.00,6710.00,6928.00,7215.00,7410.00,7650.00,7781.00,7932.00,8091.00,8178.00,8269.00,8451.00,:
A,NR,CH02,:,:,:,:,:,:,:,:,:,:,5593d,5684d,5804d,5929d,5971d,5989b,6133.00,6134.00,6262.00,6426.00,6617.00,6780.00,6911.00,7063.00,7243.00,7355.00,7438.00,7537.00,7614.00,:
A,NR,CH03,:,:,:,:,:,:,:,:,:,:,4000d,4052d,4210d,4196d,4243d,4281b,4336.00,4381.00,4427.00,4555.00,4802.00,4957.00,5042.00,5127.00,5186.00,5281.00,5317.00,5447.00,5561.00,:
A,NR,CH04,:,:,:,:,:,:,:,:,:,:,5705d,5777d,5831d,5953d,6069d,6083b,6233.00,6302.00,6397.00,6615.00,6900.00,7196.00,7442.00,7693.00,7818.00,7934.00,7978.00,8061.00,8161.00,:
A,NR,CH05,:,:,:,:,:,:,:,:,:,:,2935d,3003d,3018d,3139d,3177d,3220b,3272.00,3264.00,3320.00,3443.00,3614.00,3724.00,3888.00,3967.00,4073.00,4103.00,4125.00,4212.00,4313.00,:
A,NR,CH06,:,:,:,:,:,:,:,:,:,:,1759d,1811d,1842d,1838d,1892d,1885b,1933.00,1946.00,2037.00,2088.00,2208.00,2317.00,2393.00,2458.00,2526.00,2576.00,2633.00,2694.00,2784.00,:
A,NR,CH07,:,:,:,:,:,:,:,:,:,:,1052d,1073d,1071d,1101d,1093d,1101b,1116.00,1122.00,1174.00,1258.00,1325.00,1401.00,1436.00,1503.00,1546.00,1600.00,1631.00,1691.00,1729.00,:
A,NR,CY,1441.00,1528.00,1607.00,1645.00,1685.00,1721.00,1762.00,1800.00,1839.00,1835.00,1850.00,1932.00,1949.00,1921.00,2117.00,2190.00,2270e,2399.00,2529.00,2606.00,2754.00,2880bd,3046d,3209d,3325d,3544d,3768d,:,:,:
A,NR,CY00,1441.00,1528.00,1607.00,1645.00,1685.00,1721.00,1762.00,1800.00,1839.00,1835.00,1850.00,1932.00,1949.00,1921.00,2117.00,2190.00,2270e,2399.00,2529.00,2606.00,2754.00,2880bd,3046d,3209d,3325d,3544d,3768d,:,:,:
A,NR,CZ,29589.00,30306.00,30942.00,30784.00,32065.00,31192.00,31653.00,34604.00,35222.00,35750.00,35960.00,35907.00,36381.00,36595.00,36815.00,36921.00,37351.00,37982be,38863e,39470e,39831e,40280e,40751e,41374e,42129e,42894e,43394e,43801e,44712e,:
A,NR,CZ01,:,:,:,:,:,:,:,:,:,:,:,7744.00,7869.00,8037.00,8123.00,8090.00,8235.00,8360be,8535e,8677e,8884e,9017e,9108e,9294e,9392e,9609e,9699e,9853e,10078e,:
A,NR,CZ02,:,:,:,:,:,:,:,:,:,:,:,2960.00,3032.00,3028.00,3009.00,3037.00,3017.00,3127be,3166e,3291e,3304e,3360e,3449e,3496e,3539e,3645e,3648e,3713e,3786e,:
A,NR,CZ03,:,:,:,:,:,:,:,:,:,:,:,3994.00,4011.00,4011.00,4040.00,4018.00,4096.00,4142be,4244e,4306e,4270e,4320e,4374e,4427e,4532e,4594e,4645e,4706e,4790e,:
A,NR,CZ04,:,:,:,:,:,:,:,:,:,:,:,3262.00,3287.00,3279.00,3270.00,3245.00,3235.00,3151be,3225e,3300e,3368e,3353e,3387e,3451e,3491e,3615e,3621e,3620e,3661e,:
A,NR,CZ05,:,:,:,:,:,:,:,:,:,:,:,4571.00,4627.00,4635.00,4712.00,4722.00,4767.00,4782be,4840e,4885e,4990e,5041e,5030e,5062e,5153e,5225e,5319e,5334e,5484e,:
A,NR,CZ06,:,:,:,:,:,:,:,:,:,:,:,5670.00,5810.00,5827.00,5843.00,5928.00,5984.00,6279be,6526e,6627e,6616e,6715e,6796e,6945e,7129e,7204e,7318e,7373e,7512e,:
A,NR,CZ07,:,:,:,:,:,:,:,:,:,:,:,3860.00,3889.00,3934.00,3964.00,4010.00,4067.00,4090be,4197e,4231e,4219e,4255e,4342e,4385e,4477e,4588e,4631e,4709e,4776e,:
A,NR,CZ08,:,:,:,:,:,:,:,:,:,:,:,3846.00,3856.00,3844.00,3854.00,3871.00,3950.00,4051be,4130e,4153e,4180e,4219e,4265e,4314e,4416e,4414e,4513e,4493e,4625e,:
A,NR,DE,236608.00,243405.00,249458.00,253974.00,255655.00,259441.00,262400.00,266869.00,271157.00,273961.00,276643.00,278444.00,280012.00,283102.00,286803.00,290723.00,296400.00,303645.00,311223.00,317390.00,325407.00,332695.00,338129.00,344755.00,351195.00,357401.00,365388.00,371556.00,376852.00,:
A,NR,DK,13571.00,13761.00,14038.00,14207.00,14672.00,15144.00,15342.00,15553.00,15717.00,16324.00,16608.00,17438.00,18072.00,18615.00,18886.00,19663.00,20164.00,20669.00,21109.00,21456.00,21611.00,21882.00,22338.00,22906.00,23691.00,24308.00,24719.00,25522.00,:,:
A,NR,DK01,5128.00,5178.00,5331.00,5336.00,5471.00,5615.00,5679.00,5794.00,5864.00,6012.00,6104.00,6430.00,6626.00,6865.00,7199.00,7319.00,7493.00,7621.00,7663.00,7809.00,7936.00,8059.00,8239.00,8492.00,8684.00,8962.00,9216.00,9510.00,:,:
A,NR,DK02,1736.00,1750.00,1794.00,1842.00,1903.00,1957.00,1967.00,1993.00,1979.00,2064.00,2110.00,2221.00,2316.00,2371.00,2077.00,2454.00,2578.00,2654.00,2710.00,2719.00,2755.00,2768.00,2850.00,2937.00,3066.00,3069.00,3050.00,3128.00,:,:
A,NR,DK03,2746.00,2801.00,2829.00,2856.00,2955.00,3022.00,3101.00,3126.00,3160.00,3347.00,3433.00,3622.00,3730.00,3801.00,3878.00,3993.00,4031.00,4177.00,4339.00,4394.00,4375.00,4402.00,4492.00,4571.00,4752.00,4882.00,4994.00,5079.00,:,:
A,NR,DK04,2663.00,2742.00,2816.00,2879.00,2982.00,3125.00,3178.00,3242.00,3290.00,3434.00,3499.00,3659.00,3803.00,3968.00,4098.00,4231.00,4326.00,4474.00,4506.00,4648.00,4684.00,4753.00,4873.00,5001.00,5142.00,5276.00,5401.00,5566.00,:,:
A,NR,DK05,1293.00,1287.00,1266.00,1289.00,1355.00,1418.00,1408.00,1392.00,1420.00,1461.00,1457.00,1498.00,1586.00,1607.00,1632.00,1655.00,1723.00,1730.00,1875.00,1879.00,1857.00,1897.00,1881.00,1901.00,2044.00,2100.00,2043.00,2224.00,:,:
A,NR,EE,4792.00,4680.00,4585.00,4457.00,4533.00,4158b,4200.00,4110.00,3863.00,4089.00,4107.00,4120.00,4257.00,4286.00,4370.00,4469.00,4378.00,4319.00,4372.00,4343.00,4395b,4418.00,4492.00,4548.00,4569.00,4605.00,4603.00,:,:,:
A,NR,EE00,4792.00,4680.00,4585.00,4457.00,4533.00,4158b,4200.00,4110.00,3863.00,4089.00,4107.00,4120.00,4257.00,4286.00,4370.00,4469.00,4378.00,4319.00,4372.00,4343.00,4395b,4418.00,4492.00,4548.00,4569.00,4605.00,4603.00,:,:,:
A,NR,EL,40116d,40487d,41200d,41511d,43030d,44753d,46124d,47251d,47944d,50347d,52225d,53943d,55556d,59599d,62207d,63244d,64326d,64032d,64145d,63838d,63736d,63906d,63866d,65972d,65240d,65513d,66058d,66187d,66504d,:
A,NR,EL30,21000d,20408d,20300d,20611d,21054d,21506d,22008d,22361d,22604d,23384d,24150d,24926d,25814d,27507d,28846d,29331d,29950d,29310d,29464d,29258d,29030d,28974d,28666d,30517d,29816d,29694d,30430d,30717d,30334d,:
A,NR,EL41,400d,408d,500d,400d,500d,536d,575d,589d,640d,675d,707d,765d,774d,706d,707d,745d,752d,822d,809d,795d,745d,785d,735d,747d,759d,779d,721d,722d,768d,:
A,NR,EL42,480d,489d,500d,600d,601d,652d,709d,697d,724d,880d,1040d,1075d,1081d,972d,1174d,998d,1017d,1076d,1115d,1135d,1108d,1088d,1163d,1124d,1130d,1188d,1280d,1273d,1316d,:
A,NR,EL43,2000d,1925d,2000d,2100d,2230d,2342d,2477d,2614d,2698d,2779d,3313d,3034d,3030d,3270d,3351d,3826d,3807d,3879d,3822d,3852d,3863d,3983d,3964d,3928d,4027d,3950d,3882d,3776d,3876d,:
A,NR,EL51,1000d,1369d,1500d,1500d,1564d,1686d,1777d,1869d,1879d,2072d,2041d,2263d,2406d,2591d,2702d,2790d,2768d,2944d,2978d,2935d,2912d,2913d,3007d,3011d,2979d,2984d,3061d,3075d,3084d,:
