freq,sex,isced97,unit,geo,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
A,M,ED6,NR,FR94,:,164,182,183,179,181,166,168,123,130,127,117,117,123,136
A,M,ED6,NR,HR,:,:,:,:,:,:,:,:,:,965,1503,1480,1443,1628,1528
A,M,ED6,NR,HR0,:,:,:,:,:,:,:,:,:,965,:,:,:,1703,1528
A,M,ED6,NR,HR03,:,:,:,:,:,:,:,:,:,:,226,261,265,267,258
A,M,ED6,NR,HR04,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1033
A,M,ED6,NR,HU,2390,2541,2506,4004,4056,4193,4524,4405,4219,4002,3666,3549,3489,3679,3729
A,M,ED6,NR,HU1,:,:,:,2450,2482,2489,2647,2559,2362,2194,2101,2002,1998,2064,2131
A,M,ED6,NR,HU10,:,:,:,2450,2482,2489,2647,2559,2362,2194,2101,2002,1998,2064,2131
A,M,ED6,NR,HU2,:,:,:,686,695,818,912,904,968,973,762,676,678,729,732
A,M,ED6,NR,HU21,:,:,:,120,122,133,146,141,136,115,107,90,90,90,106
A,M,ED6,NR,HU22,:,:,:,79,80,121,142,160,214,200,197,167,188,209,202
A,M,ED6,NR,HU23,:,:,:,487,493,564,624,603,618,658,458,419,400,430,424
A,M,ED6,NR,HU3,:,:,:,868,879,886,965,942,889,835,803,871,813,886,866
A,M,ED6,NR,HU31,:,:,:,240,243,236,253,213,177,132,121,113,106,109,122
A,M,ED6,NR,HU32,:,:,:,354,359,361,405,426,416,393,404,460,421,449,424
A,M,ED6,NR,HU33,:,:,:,273,277,289,307,303,296,310,278,298,286,328,320
A,M,ED6,NR,IE,1390,:,1597,1676,1840,2027,2356,2526,2681,2964,3133,3774,4338,4361,4487
A,M,ED6,NR,IE0,1390,:,1597,1676,1840,2027,2356,2526,2681,2964,3133,3774,4338,4361,4487
A,M,ED6,NR,IE01,:,:,:,:,:,:,:,288d,:,:,:,:,649,648,664
A,M,ED6,NR,IE02,:,:,:,:,:,:,:,1937d,:,:,:,:,3689,3713,3823
A,M,ED6,NR,IS,:,:,:,:,:,:,:,:,:,:,114,117,134,200,170
A,M,ED6,NR,IS0,:,:,:,:,:,:,:,:,:,:,114,117,134,200,170
A,M,ED6,NR,IS00,:,:,:,:,:,:,:,:,:,:,114,117,134,200,170
A,M,ED6,NR,IT,5904,5904,6749,10239,12562,14690,18416,18311,18488,19177,18629,18589,18103,17294,16648
A,M,ED6,NR,ITC,:,:,1476,2280,2658,3244,3471,3736,3906,4075,4096,4205,:,4146,4183
A,M,ED6,NR,ITC1,:,:,420,555,740,904,939,1017,1041,1079,1066,1137,:,1075,1030
A,M,ED6,NR,ITC2,:,:,:n,:z,:n,:z,:z,:z,:z,:z,:z,:z,:,:z,:z
A,M,ED6,NR,ITC3,:,:,229,362,380,390,358,380,402,456,500,508,:,528,569
A,M,ED6,NR,ITC4,:,:,827,1363,1538,1950,2174,2339,2463,2540,2530,2560,:,2543,2584
A,M,ED6,NR,ITF,:n,:n,2007,2173,3008,3395,3464,3843,3812,3673,3400,3104,:,2903,2888
A,M,ED6,NR,ITF1,:,:,123,216,272,337,381,402,457,421,373,406,:,392,412
A,M,ED6,NR,ITF2,:,:,24,30,54,69,68,66,61,55,53,32,:,29,46
A,M,ED6,NR,ITF3,:n,:,1423,1143,1620,1617,1639,1733,1735,1563,1474,1429,:,1365,1323
A,M,ED6,NR,ITF4,:,:,270,544,750,949,1002,1117,1078,1114,998,732,:,681,688
A,M,ED6,NR,ITF5,:,:,17,51,75,90,92,84,82,84,97,92,:,81,92
A,M,ED6,NR,ITF6,:,:,150,189,237,333,282,441,399,436,405,413,:,355,327
A,M,ED6,NR,ITG,:,:,586,1298,1349,1464,1643,1836,1799,1855,2106,2044,:,1430,1238
A,M,ED6,NR,ITG1,:,:,488,1103,1161,1269,1370,1431,1467,1504,1685,1656,:,1045,807
A,M,ED6,NR,ITG2,:,:,98,195,188,195,273,405,332,351,421,388,:,385,431
A,M,ED6,NR,ITH,:n,:n,1245,2189,2698,3060,3394,3477,3582,3775,3691,3636,:,3544,3432
A,M,ED6,NR,ITH1,:,:,:,:,:,:z,:z,6,7,26,29,31,:,41,50
A,M,ED6,NR,ITH2,:,:,:,:,:,224,258,274,241,259,249,286,:,313,341
A,M,ED6,NR,ITH3,:,:,450,641,786,960,1092,1131,1154,1199,1194,1194,:,1209,1244
A,M,ED6,NR,ITH4,:,:,325,376,441,515,550,573,598,649,626,624,:,552,385
A,M,ED6,NR,ITH5,:,:,416,1037,1294,1361,1494,1493,1582,1642,1593,1501,:,1429,1412
A,M,ED6,NR,ITI,:,:,1435,2299,2849,3527,6444,5419,5389,5799,5336,5600,:,5271,4907
A,M,ED6,NR,ITI1,:,:,562,1345,1585,1927,2194,2102,2161,2243,2238,2076,:,1702,1421
A,M,ED6,NR,ITI2,:,:,114,179,197,249,278,308,316,338,326,328,:,222,169
A,M,ED6,NR,ITI3,:,:,116,239,328,437,501,445,526,536,587,549,:,494,350
A,M,ED6,NR,ITI4,:,:,643,536,739,914,3471,2564,2386,2682,2185,2647,:,2853,2967
A,M,ED6,NR,LI,:,:,:,:,:,:,:,:,:,:,38,22,42,56,:
A,M,ED6,NR,LI0,:,:,:,:,:,:,:,:,:,:,38,22,42,56,:
A,M,ED6,NR,LI00,:,:,:,:,:,:,:,:,:,:,38,22,42,56,:
A,M,ED6,NR,LT,759,903,910,918,905,912,1163,1213,1250,1223,1186,1229,1214,1256,1206
A,M,ED6,NR,LT0,759,903,910,918,905,912,1163,1213,1250,1223,1186,1229,1214,1256,1206
A,M,ED6,NR,LT00,759,903,910,918,905,912,1163,1213,1250,1223,1186,1229,1214,1256,1206
A,M,ED6,NR,LU,:,:,:,:,:,13,:,:,:,:,113,:z,:,206,217
A,M,ED6,NR,LU0,:,:,:,:,:,13,:,:,:,:,113,0,:,206,217
A,M,ED6,NR,LU00,:,:,:,:,:,13,:,:,:,:,113,0,:,206,217
A,M,ED6,NR,LV,475,466,482,558,527,550,595,597,717,701,796,809,872,1008,1080
A,M,ED6,NR,LV0,475,466,482,558,527,550,595,597,717,701,796,809,872,1008,1080
A,M,ED6,NR,LV00,475,466,482,558,527,550,595,597,717,701,796,809,872,1008,1080
A,M,ED6,NR,MK,:,:,:,:,:,:,:,:,:,:,74,111,115,:,195
A,M,ED6,NR,MK0,:,:,:,:,:,:,:,:,:,:,74,111,115,:,195
A,M,ED6,NR,MK00,:,:,:,:,:,:,:,:,:,:,74,111,115,:,195
A,M,ED6,NR,MT,:,487,14,28,5,26,13,37,41,47,45,52,48,51,44
A,M,ED6,NR,MT0,:,487,14,28,5,26,13,37,41,47,45,52,48,51,44
A,M,ED6,NR,MT00,:,487,14,28,5,26,13,37,41,47,45,52,48,51,44
A,M,ED6,NR,NL,:z,3378,2642,4429,3524,3885,4155,4365,4375,4354,4280,4370,4422,5821,6408
A,M,ED6,NR,NL1,:,295,223,425,:,350,363,365,374,314,304,288,272,452,498
A,M,ED6,NR,NL11,:,295,223,425,:,350,363,365,374,314,304,288,272,452,498
A,M,ED6,NR,NL12,:,:z,:z,:z,:,:z,:z,:z,:z,:z,:z,:z,:z,:z,:z
A,M,ED6,NR,NL13,:,:z,:z,:z,:,:z,:z,:z,:z,:z,:z,:z,:z,:z,:z
A,M,ED6,NR,NL2,:,743,604,1064,:,792,581,915,968,929,888,911,959,1329,1463
A,M,ED6,NR,NL21,:,184,237,429,:,355,96,400,435,437,422,439,463,679,747
A,M,ED6,NR,NL22,:,559,367,635,:,437,485,515,533,492,466,472,496,650,716
A,M,ED6,NR,NL23,:,:z,:z,:z,:,:z,:z,:z,:z,:z,:z,:z,:z,:z,:z
A,M,ED6,NR,NL3,:,1944,1189,1881,:,2000,2094,2251,2273,2348,2294,2309,2257,2726,3000
A,M,ED6,NR,NL31,:,468,357,455,:,405,430,464,463,446,445,434,422,369,406
A,M,ED6,NR,NL32,:,645,339,611,:,553,571,595,592,574,577,604,589,639,703
A,M,ED6,NR,NL33,:,831,493,815,:,1042,1093,1192,1218,1328,1272,1271,1246,1718,1891
A,M,ED6,NR,NL34,:,:z,:z,:z,:,:z,:z,:z,:z,:z,:z,:z,:z,:z,:z
A,M,ED6,NR,NL4,:,396,626,1059,:,743,1117,834,759,763,794,862,934,1314,1447
A,M,ED6,NR,NL41,:,268,521,862,:,602,972,679,554,555,562,628,663,918,1011
A,M,ED6,NR,NL42,:,128,105,197,:,141,145,155,205,208,232,234,271,396,436
A,M,ED6,NR,NO,:,:,:,:,:,:,:,:,2706,3013,3205,3497,3722,4109,4085
A,M,ED6,NR,NO0,:,:,:,:,:,:,:,:,2706,3013,3205,3497,3722,4109,4085
A,M,ED6,NR,NO01,:,:,:,:,:,:,:,:,1010,1111,1140,1330,1381,1548,1547
A,M,ED6,NR,NO02,:,:,:,:,:,:,:,:,:z,:z,:z,:z,4,9,12
A,M,ED6,NR,NO03,:,:,:,:,:,:,:,:,15,14,17,16,:z,17,24
A,M,ED6,NR,NO04,:,:,:,:,:,:,:,:,23,83,117,132,162,161,194
A,M,ED6,NR,NO05,:,:,:,:,:,:,:,:,476,549,665,705,710,796,781
A,M,ED6,NR,NO06,:,:,:,:,:,:,:,:,948,994,927,1012,1158,1288,1248
A,M,ED6,NR,NO07,:,:,:,:,:,:,:,:,234,262,339,302,307,290,279
A,M,ED6,NR,PL,9597,11455,12526,14307,15472,16564,16801,17093,16594,15905,15543,15614,16978,17782,19147
A,M,ED6,NR,PL1,:,:,:,3984,4707,5128,5644,5778,5585,5649,5644,5722,6389,6448,6911
A,M,ED6,NR,PL11,:,:,:,783,846,933,1009,953,950,839,806,898,1100,1189,1260
A,M,ED6,NR,PL12,:,:,:,3201,3861,4195,4635,4825,4635,4810,4838,4824,5289,5259,5651
A,M,ED6,NR,PL2,:,:,:,3906,3870,4018,3945,3977,3841,3497,3365,3445,3731,4123,4424
A,M,ED6,NR,PL21,:,:,:,2439,2281,2278,2324,2309,2165,2063,2074,2102,2292,2563,2796
A,M,ED6,NR,PL22,:,:,:,1467,1589,1740,1621,1668,1676,1434,1291,1343,1439,1560,1628
A,M,ED6,NR,PL3,:,:,:,1346,1494,1770,1754,1713,1714,1666,1575,1473,1435,1544,1719
A,M,ED6,NR,PL31,:,:,:,1258,1390,1612,1582,1542,1527,1415,1293,1100,1042,1099,1233
A,M,ED6,NR,PL32,:,:,:,45,63,74,81,57,62,86,119,128,150,169,186
A,M,ED6,NR,PL33,:,:,:,21,19,17,28,41,31,34,8,45,41,58,72
A,M,ED6,NR,PL34,:,:,:,22,22,67,63,73,94,131,155,200,202,218,228
A,M,ED6,NR,PL4,:,:,:,2361,2378,2544,2300,2408,2449,2019,1858,1864,2036,2047,2192
A,M,ED6,NR,PL41,:,:,:,1809,1772,1831,1699,1766,1918,1520,1417,1404,1495,1512,1570
A,M,ED6,NR,PL42,:,:,:,552,603,684,581,582,474,441,377,394,477,457,548
A,M,ED6,NR,PL43,:,:,:,:z,3,29,20,60,57,58,64,66,64,78,74
A,M,ED6,NR,PL5,:,:,:,1532,1727,1773,1811,1877,1770,1829,1844,1871,1980,2134,2263
A,M,ED6,NR,PL51,:,:,:,1389,1544,1608,1638,1694,1562,1645,1649,1669,1777,1915,2041
A,M,ED6,NR,PL52,:,:,:,143,183,165,173,183,208,184,195,202,203,219,222
A,M,ED6,NR,PL6,:,:,:,1178,1296,1331,1347,1340,1235,1245,1257,1239,1407,1486,1638
A,M,ED6,NR,PL61,:,:,:,253,301,324,389,412,398,450,419,441,502,508,522
A,M,ED6,NR,PL62,:,:,:,379,417,366,239,148,78,69,84,94,145,146,209
A,M,ED6,NR,PL63,:,:,:,546,578,641,719,780,759,726,754,704,760,832,907
A,M,ED6,NR,PT,2137,5044,5614,5523,5975,7216,8023,8098,9018,8253,6908,6822,7812,8437,8965
A,M,ED6,NR,PT1,:,:,:,:,5903,7112,7942,7941,8889,9167,6815,6729,7758,8369,8891
A,M,ED6,NR,PT11,:,:,:,:,1688,1701,2067,2348,2547,2638,2298,2178,2349,2428,2852
A,M,ED6,NR,PT15,:,:,:,:,76,117,126,100,166,220,176,163,183,141,138
A,M,ED6,NR,PT16,:,:,:,:,670,1270,1362,1065,1440,1406,981,906,1376,1802,1920
A,M,ED6,NR,PT17,:,:,:,:,3230,3777,4185,4121,4483,4688,3181,3284,3609,3668,3574
A,M,ED6,NR,PT18,:,:,:,:,239,247,202,307,253,215,179,198,241,330,407
A,M,ED6,NR,PT2,:,:,:,:,43,73,54,87,68,122,45,50,46,48,42
A,M,ED6,NR,PT20,:,:,:,:,43,73,54,87,68,122,45,50,46,48,42
A,M,ED6,NR,PT3,:,:,:,:,29,31,27,70,61,52,48,43,8,20,32
A,M,ED6,NR,PT30,:,:,:,:,29,31,27,70,61,52,48,43,8,20,32
A,M,ED6,NR,RO,:,:,:,:,:,13708,8764,11786,11212,15086,15440,14342,15067,13709,11727
A,M,ED6,NR,RO1,:,:,:,:,:,4745,3983,4177,4079,5021,5357,4798,4816,4289,4003
A,M,ED6,NR,RO11,:,:,:,:,:,4054,3110,3252,3106,3220,3447,3258,3490,3167,3005
A,M,ED6,NR,RO12,:,:,:,:,:,691,873,925,973,1801,1910,1540,1326,1122,998
A,M,ED6,NR,RO2,:,:,:,:,:,2767,3564,2781,2727,2682,2612,2477,2535,1973,1911
A,M,ED6,NR,RO21,:,:,:,:,:,2015,3266,2479,2417,2238,2083,1922,1922,1372,1486
A,M,ED6,NR,RO22,:,:,:,:,:,752,298,302,310,444,529,555,613,601,425
A,M,ED6,NR,RO3,:,:,:,:,:,5489,5278,4092,4051,6744,6306,5858,6269,5876,4452
A,M,ED6,NR,RO31,:,:,:,:,:,174,216,94,255,284,240,468,506,548,453
A,M,ED6,NR,RO32,:,:,:,:,:,5315,5062,3998,3796,6460,6066,5390,5763,5328,3999
A,M,ED6,NR,RO4,:,:,:,:,:,707,1252,736,355,639,1165,1209,1437,1571,1361
A,M,ED6,NR,RO41,:,:,:,:,:,53,105,44,172,262,259,271,459,553,387
A,M,ED6,NR,RO42,:,:,:,:,:,654,1147,692,183,377,906,938,978,1018,974
A,M,ED6,NR,SE,:,11972,11746,11516,11500,11576,11884,11578,:u,10495,10207,10042,10077,10523,10934
A,M,ED6,NR,SE1,:,6537,6388,6324,6266,6269,6483,6373,:u,5821,5715,5602,5596,5823,6002
A,M,ED6,NR,SE11,:,3577,3472,3462,3425,3352,3512,3469,:u,3210,3162,3137,3169,3268,3395
A,M,ED6,NR,SE12,:,2960,2916,2862,2841,2917,2971,2904,:u,2611,2553,2465,2427,2555,2607
A,M,ED6,NR,SE2,:,4364,4303,4154,4126,4139,4171,3981,:u,3518,3380,3331,3299,3486,3701
A,M,ED6,NR,SE21,:,21,79,117,149,180,178,169,:u,168,180,183,178,177,190
A,M,ED6,NR,SE22,:,2198,2112,2034,1996,1981,2006,1875,:u,1618,1543,1521,1509,1599,1727
A,M,ED6,NR,SE23,:,2145,2112,2003,1981,1978,1987,1937,:u,1732,1657,1627,1612,1710,1784
A,M,ED6,NR,SE3,:,1071,1055,1038,1108,1168,1230,1224,:u,1156,1112,1109,1182,1214,1231
A,M,ED6,NR,SE31,:,19,32,45,87,106,119,125,:u,120,95,95,99,102,128
A,M,ED6,NR,SE32,:,:z,:z,:z,15,33,46,54,:u,75,75,73,101,111,103
A,M,ED6,NR,SE33,:,1052,1023,993,1006,1029,1065,1045,:u,961,942,941,982,1001,1000
A,M,ED6,NR,SI,:,:,:,:,:,:,:,520,566,653,801,975,1679,1866,1898
A,M,ED6,NR,SI0,:,:,:,:,:,:,:,520,566,653,801,975,1679,1866,1898
A,M,ED6,NR,SI01,:,:,:,:,:,:,:,:,:,148,190,232,354,391,404
A,M,ED6,NR,SI02,:,:,:,:,:,:,:,:,:,505,611,743,1325,1475,1494
A,M,ED6,NR,SK,3209,3867,4459,4796,5052,5815,5569,6082,6130,6095,5766,5546,5842,6355,6400
A,M,ED6,NR,SK0,3209,3867,4459,4796,5052,5815,5569,6082,6130,6095,5766,5546,5842,6355,6400
A,M,ED6,NR,SK01,:,:,2298,2426,2494,2756,2628,2964,2865,2878,2705,2570,2678,3022,3101
A,M,ED6,NR,SK02,:,:,558,617,683,831,785,852,859,911,802,812,887,970,928
A,M,ED6,NR,SK03,:,:,863,915,977,1127,1107,1123,1210,1143,1068,991,1028,1062,1076
A,M,ED6,NR,SK04,:,:,740,838,898,1101,1049,1143,1196,1163,1191,1173,1249,1301,1295
A,M,ED6,NR,TR,:,:,:,:,:,:,:,:,:,19977,20039,19942,25330,24220,29799
A,M,ED6,NR,TR1,:,:,:,:,:,:,:,:,:,:,5681,5583,6782,6609,8288
A,M,ED6,NR,TR10,:,:,:,:,:,:,:,:,:,:,5681,5583,6782,6609,8288
A,M,ED6,NR,TR2,:,:,:,:,:,:,:,:,:,:,323,378,490,536,629
A,M,ED6,NR,TR21,:,:,:,:,:,:,:,:,:,:,174,195,274,293,323
A,M,ED6,NR,TR22,:,:,:,:,:,:,:,:,:,:,149,183,216,243,306
A,M,ED6,NR,TR3,:,:,:,:,:,:,:,:,:,:,2044,2027,2328,2175,2493
A,M,ED6,NR,TR31,:,:,:,:,:,:,:,:,:,:,1562,1472,1643,1521,1718
A,M,ED6,NR,TR32,:,:,:,:,:,:,:,:,:,:,182,228,271,319,393
A,M,ED6,NR,TR33,:,:,:,:,:,:,:,:,:,:,300,327,414,335,382
A,M,ED6,NR,TR4,:,:,:,:,:,:,:,:,:,:,1712,1724,2088,2185,2917
A,M,ED6,NR,TR41,:,:,:,:,:,:,:,:,:,:,720,659,834,906,1155
A,M,ED6,NR,TR42,:,:,:,:,:,:,:,:,:,:,992,1065,1254,1279,1762
A,M,ED6,NR,TR5,:,:,:,:,:,:,:,:,:,:,6379,6190,8807,7635,8809
A,M,ED6,NR,TR51,:,:,:,:,:,:,:,:,:,:,5514,5371,7731,6654,7633
A,M,ED6,NR,TR52,:,:,:,:,:,:,:,:,:,:,865,819,1076,981,1176
A,M,ED6,NR,TR6,:,:,:,:,:,:,:,:,:,:,1073,1133,1350,1326,1699
A,M,ED6,NR,TR61,:,:,:,:,:,:,:,:,:,:,497,534,621,608,771
A,M,ED6,NR,TR62,:,:,:,:,:,:,:,:,:,:,497,512,610,565,731
A,M,ED6,NR,TR63,:,:,:,:,:,:,:,:,:,:,79,87,119,153,197
A,M,ED6,NR,TR7,:,:,:,:,:,:,:,:,:,:,459,515,568,652,873
A,M,ED6,NR,TR71,:,:,:,:,:,:,:,:,:,:,89,103,123,140,242
A,M,ED6,NR,TR72,:,:,:,:,:,:,:,:,:,:,370,412,445,512,631
A,M,ED6,NR,TR8,:,:,:,:,:,:,:,:,:,:,335,369,461,535,696
A,M,ED6,NR,TR81,:,:,:,:,:,:,:,:,:,:,63,75,108,142,194
A,M,ED6,NR,TR82,:,:,:,:,:,:,:,:,:,:,:z,7,5,6,18
A,M,ED6,NR,TR83,:,:,:,:,:,:,:,:,:,:,272,287,348,387,484
A,M,ED6,NR,TR9,:,:,:,:,:,:,:,:,:,:,453,422,459,467,573
A,M,ED6,NR,TR90,:,:,:,:,:,:,:,:,:,:,453,422,459,467,573
A,M,ED6,NR,TRA,:,:,:,:,:,:,:,:,:,:,873,900,1143,1118,1463
A,M,ED6,NR,TRA1,:,:,:,:,:,:,:,:,:,:,815,849,1089,1072,1392
A,M,ED6,NR,TRA2,:,:,:,:,:,:,:,:,:,:,58,51,54,46,71
A,M,ED6,NR,TRB,:,:,:,:,:,:,:,:,:,:,560,542,630,699,897
A,M,ED6,NR,TRB1,:,:,:,:,:,:,:,:,:,:,447,432,507,570,701
A,M,ED6,NR,TRB2,:,:,:,:,:,:,:,:,:,:,113,110,123,129,196
A,M,ED6,NR,TRC,:,:,:,:,:,:,:,:,:,:,147,159,224,283,462
A,M,ED6,NR,TRC1,:,:,:,:,:,:,:,:,:,:,45,50,67,100,169
A,M,ED6,NR,TRC2,:,:,:,:,:,:,:,:,:,:,102,109,157,183,293
A,M,ED6,NR,TRC3,:,:,:,:,:,:,:,:,:,:,:z,:z,:z,:z,:z
A,M,ED6,NR,UK,43146,49575,43926,43763,48650,48493,50145,51057,:u,54453,43372,23698,45093,47637,50386
A,M,ED6,NR,UKC,:,:,:,:,:,:,1163,1182d,:u,1270,974,956,956,998,1018
A,M,ED6,NR,UKD,:,:,:,:,:,:,2797,2903d,:u,2975,2224,2205,2397,2680,2889
A,M,ED6,NR,UKE,:,:,:,:,:,:,2281,2231d,:u,2194,1642,1678,1765,1891,2093
A,M,ED6,NR,UKF,:,:,:,:,:,:,2157,2130d,:u,2154,1623,1633,1786,1892,1975
A,M,ED6,NR,UKG,:,:,:,:,:,:,2378,2333d,:u,2331,1755,1773,1876,1979,2084
A,M,ED6,NR,UKH,:,:,:,:,:,:,2369,2421d,:u,2422,1835,1834,1973,2127,2236
A,M,ED6,NR,UKI,:,:,:,:,:,:,3722,3880d,:u,4169,3887,3863,4243,4598,4969
A,M,ED6,NR,UKJ,:,:,:,:,:,:,4041,3978d,:u,4176,3463,3429,3560,3819,3997
A,M,ED6,NR,UKK,:,:,:,:,:,:,2404,2417d,:u,2417,1863,1916,2052,2152,2194
A,M,ED6,NR,UKL,:,:,:,:,:,:,1705,1582d,:u,1612,1238,1224,1211,1304,1390
A,M,ED6,NR,UKM,:,:,:,:,:,:,3341,3105d,:u,3131,2383,2383,2418,2638,2849
A,M,ED6,NR,UKN,:,:,:,:,:,:,1123,1070d,:u,1029,787,806,668,746,791
A,M,ED6,NR,UKN0,:,:,:,:,:,:,1123,1070d,:u,1029,787,806,668,746,791
A,M,TOTAL,NR,AT,854000,858011,861357,860999,838375,839287,847020,849922,852242,848271,856767,858600,869886,864101,867251
A,M,TOTAL,NR,AT1,:,357719,:,359661,349904,350155,354072,355179,360737,363330,367190,370480,378198,377743,383993
A,M,TOTAL,NR,AT11,:,24261,:,23883,23680,23547,23503,23112,23540,23219,23082,22962,23104,22837,22754
A,M,TOTAL,NR,AT12,:,142250,:,142134,142079,141400,141379,141340,141037,140042,142313,142889,141660,141076,140603
A,M,TOTAL,NR,AT13,:,191208,:,193644,184145,185208,189190,190727,196160,200069,201795,204628,213436,213830,220636
A,M,TOTAL,NR,AT2,:,187050,:,185675,179169,178271,177098,176803,177026,174125,173075,173041,174001,171377,169316
A,M,TOTAL,NR,AT21,:,54059,:,53998,53029,53093,52593,52260,52050,51249,51288,50752,50444,49663,49262
A,M,TOTAL,NR,AT22,:,132991,:,131677,126140,125178,124505,124543,124976,122876,121787,122289,123558,121713,120054
A,M,TOTAL,NR,AT3,:,318577,:,320586,316447,315342,318805,319832,319824,316273,316502,315079,317683,314981,313943
A,M,TOTAL,NR,AT31,:,146143,:,147277,145750,144667,145902,145976,146180,144689,144748,143032,145305,143237,142443
A,M,TOTAL,NR,AT32,:,57225,:,57464,56520,56419,56664,56804,57131,56680,57119,57217,57911,57849,57918
A,M,TOTAL,NR,AT33,:,80124,:,80045,78131,78005,78961,79755,79345,78236,77939,78023,78059,77598,77697
A,M,TOTAL,NR,AT34,:,35085,:,35800,36046,36251,37278,37297,37168,36668,36696,36808,36410,36298,35885
A,M,TOTAL,NR,BE,:,1305878,1310540,1339375,1349950,1375871,1351386,1371626,1383203,1383038,1386279,1393133,1406397,1417045,1429785
A,M,TOTAL,NR,BE1,:,162045,163594,176800,149811,147278,169657,171078,174020,177763,180191,183630,188646,189110,194769
A,M,TOTAL,NR,BE10,:,162045,163594,176800,149811,147278,169657,171078,174020,177763,180191,183630,188646,189110,194769
A,M,TOTAL,NR,BE2,:,691111,710201,723729,746030,758908,734684,749283,754481,751399,754429,760472,766889,778522,784950
A,M,TOTAL,NR,BE21,:,192130,195887,197667,202118,209426,203388,204859,205979,205759,208087,210595,211778,217142,219731
A,M,TOTAL,NR,BE22,:,97667,100877,101840,105627,107853,104070,106536,107920,107452,105405,104212,106151,106994,107416
A,M,TOTAL,NR,BE23,:,166652,169852,174113,181443,183876,177495,181695,182362,182415,183416,187811,189519,193140,194824
A,M,TOTAL,NR,BE24,:,105314,109091,110069,112757,112457,110374,115239,117444,117904,121065,123418,124648,126202,128029
A,M,TOTAL,NR,BE25,:,129348,134494,140040,144085,145296,139357,140954,140776,137869,136456,134436,134793,135044,134950
A,M,TOTAL,NR,BE3,:,442493,434489,433948,401773,392431,447045,447045,454701,453876,451659,449031,450861,449413,450066
A,M,TOTAL,NR,BE31,:,48461,47167,46995,45635,46226,50077,50077,50922,51052,52019,52563,53225,54220,53424
A,M,TOTAL,NR,BE32,:,166917,162849,162340,148308,145327,167437,167437,170371,168939,165879,164290,164209,162926,162664
A,M,TOTAL,NR,BE33,:,129157,130549,129919,120083,112612,130857,130857,133523,133408,133474,131378,132232,132279,132486
A,M,TOTAL,NR,BE34,:,35210,34773,34540,31787,32276,36493,36493,37249,37130,37192,37635,37633,37277,37228
A,M,TOTAL,NR,BE35,:,62748,59151,60154,55960,55990,62181,62181,62636,63347,63095,63165,63562,62711,64264
A,M,TOTAL,NR,BG,807090,801415,788416,768914,750240,754131,745106,734087,713167,703521,679135,665191,663367,662255,655931
A,M,TOTAL,NR,BG3,:,:,:,:,:,:,379787,371967,361849,354890,342891,333795,330213,326615,322478
A,M,TOTAL,NR,BG31,:,:,:,:,:,:,80623,77985,75215,72258,68592,66241,64041,63623,63001
A,M,TOTAL,NR,BG32,:,:,:,:,:,:,93198,91961,89293,88006,85347,82830,80886,79166,78810
A,M,TOTAL,NR,BG33,:,:,:,:,:,:,102711,100999,99614,98025,96098,93736,94552,92624,90260
A,M,TOTAL,NR,BG34,:,:,:,:,:,:,103255,101022,97727,96601,92854,90988,90734,91202,90407
A,M,TOTAL,NR,BG4,:,:,:,:,:,:,365319,362120,351318,348631,336244,331396,333154,335640,333453
A,M,TOTAL,NR,BG41,:,:,:,:,:,:,222833,222397,213385,212259,204379,202170,204394,208676,207957
A,M,TOTAL,NR,BG42,:,:,:,:,:,:,142486,139723,137933,136372,131865,129226,128760,126964,125496
A,M,TOTAL,NR,CH,:,:,:,:,:,:,:,:,:,778253,778520,781120,784834,787774,793891
A,M,TOTAL,NR,CH0,:,:,:,:,:,:,:,:,:,778253,778520,781120,784834,787774,793891
A,M,TOTAL,NR,CH01,:,:,:,:,:,:,:,:,:,:,:,:,:,160706,164490
A,M,TOTAL,NR,CH02,:,:,:,:,:,:,:,:,:,:,:,:,:,168377,169304
A,M,TOTAL,NR,CH03,:,:,:,:,:,:,:,:,:,:,:,:,:,94634,94803
A,M,TOTAL,NR,CH04,:,:,:,:,:,:,:,:,:,:,:,:,:,146426,148005
A,M,TOTAL,NR,CH05,:,:,:,:,:,:,:,:,:,:,:,:,:,106475,105669
A,M,TOTAL,NR,CH06,:,:,:,:,:,:,:,:,:,:,:,:,:,73159,73544
A,M,TOTAL,NR,CH07,:,:,:,:,:,:,:,:,:,:,:,:,:,31284,31244
A,M,TOTAL,NR,CY,:,79276,78527,79391,80267,82779,84017,82893,84392,84430,86470,89150,89446,87954,86360
A,M,TOTAL,NR,CY0,:,79276,78527,79391,80267,82779,84017,82893,84392,84430,86470,89150,89446,87954,86360
A,M,TOTAL,NR,CY00,:,79276,78527,79391,80267,82779,84017,82893,84392,84430,86470,89150,89446,87954,86360
A,M,TOTAL,NR,CZ,1136964,1108543,1126650,1130591,1127644,1125142,1130057,1110931,1084095,1072351,1075637,1070154,1068109,1062957,1053385
A,M,TOTAL,NR,CZ0,1136964,1108543,1126650,1130591,1127644,1125142,1130057,1110931,1084095,1072351,1075637,1070154,1068109,1062957,1053385
A,M,TOTAL,NR,CZ01,:,:,:,159202,157174,165920,168265,166383,162550,163964,167969,169995,170921,170414,170830
